RECTYPE,LEA,ESTAB,URN,NFTYPE,TPUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,PTEBACC_E_PTQ_EE,PTEBACC_PTQ_EE,PTL2BASICS_LL_PTQ_EE
1,302,5405,101362,VA,174,57.1,0.29,0.13,0.45,0.55,0.45,0.76
1,302,4003,101345,CY,161,45.3,-0.14,-0.32,0.03,0.39,0.22,0.47
1,302,5409,137539,ACC,166,60.9,0.42,0.23,0.6,0.66,0.59,0.77
1,302,5400,137645,ACC,205,51.1,0.29,0.13,0.44,0.67,0.37,0.6
1,302,4752,138051,ACC,92,78.3,0.54,0.3,0.79,1,1,1
1,302,5427,135747,VA,185,57,0.47,0.3,0.63,0.51,0.35,0.77
1,302,6004,101369,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,6905,134798,AC,204,49.3,0.37,0.22,0.53,0.36,0.2,0.59
1,302,6089,101387,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,4004,142627,VA,,,,,,,,
1,302,5402,137386,ACC,267,56.6,0.12,-0.02,0.25,0.84,0.52,0.79
1,302,6000,101367,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,6086,134764,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,6084,101385,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,4208,137131,ACC,180,57,0.35,0.19,0.51,0.49,0.38,0.81
1,302,5401,136290,ACC,179,76.7,0.7,0.53,0.86,1,0.99,1
1,302,4000,139410,F,,,,,,,,
1,302,5407,101364,VA,179,58.6,0.47,0.31,0.62,0.56,0.46,0.78
1,302,6014,101374,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,5403,101360,VA,72,41.3,-0.38,-0.7,-0.06,0.17,0.06,0.44
1,302,5404,101361,VA,96,74.6,0.57,0.36,0.79,0.99,0.99,1
1,302,6111,131830,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,6110,131403,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,4009,137374,ACC,141,42.8,-0.44,-0.65,-0.23,0.42,0.14,0.47
1,302,6015,137784,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,6109,131288,IND,,NA,NA,NA,NA,NA,NA,NA
1,302,4012,137361,ACC,142,40.7,-0.12,-0.34,0.11,0.16,0.11,0.48
1,302,6906,135507,AC,172,61.5,0.75,0.59,0.91,0.79,0.56,0.88
2,302,6201,136263,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,302,7010,101397,CYS,9,NE,NE,NE,NE,NE,NE,NE
2,302,7000,101394,CYS,21,0.2,-1.67,-2.15,-1.19,0,0,0
4,302,,,,3664,55.7,0.32,0.29,0.36,0.598,0.433,0.725
1,303,5403,136334,ACC,158,66.6,0.17,-0.01,0.34,0.82,0.72,0.98
1,303,4000,136369,ACC,189,69.7,0.3,0.15,0.45,0.7,0.67,0.99
1,303,4002,137138,AC,280,42.6,-0.54,-0.67,-0.42,0.11,0.06,0.46
1,303,4008,137965,ACC,205,50.5,0.02,-0.13,0.17,0.32,0.15,0.6
1,303,6001,140039,IND,,NA,NA,NA,NA,NA,NA,NA
1,303,6905,133769,AC,143,38.5,-0.53,-0.72,-0.35,0.23,0.09,0.43
1,303,4009,137423,ACC,191,67.1,0.12,-0.04,0.27,0.75,0.71,0.99
1,303,4030,138686,ACC,160,46.9,-0.03,-0.19,0.14,0.06,0.04,0.55
1,303,4022,136330,ACC,304,45.1,-0.36,-0.48,-0.24,0.47,0.2,0.53
1,303,6907,135951,AC,161,50.2,0.11,-0.06,0.27,0.15,0.09,0.67
1,303,6906,135677,AC,170,52.7,0.18,0.02,0.34,0.62,0.22,0.71
1,303,5404,137368,ACC,204,49.8,-0.05,-0.2,0.1,0.15,0.06,0.69
1,303,5402,137681,ACC,201,56.5,0.5,0.35,0.65,0.63,0.47,0.76
1,303,5401,138650,ACC,120,48.1,-0.06,-0.26,0.14,0.21,0.11,0.56
1,303,4001,137769,ACC,209,69.4,0.36,0.21,0.51,0.8,0.76,1
1,303,4603,136538,ACC,180,52.3,0.33,0.17,0.49,0.64,0.34,0.58
1,303,4021,136720,ACC,270,46.4,-0.32,-0.45,-0.19,0.39,0.16,0.45
2,303,7002,101487,CYS,10,NE,NE,NE,NE,NE,NE,NE
2,303,7004,131115,CYS,8,8.9,-2.14,-2.88,-1.4,0,0,0
2,303,6000,138386,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,303,7000,101485,CYS,31,4.6,-1.5,-1.88,-1.12,0,0,0
4,303,,,,3195,52.2,-0.04,-0.07,0,0.434,0.294,0.663
1,304,5405,138610,ACC,222,49.7,0.56,0.41,0.72,0.26,0.17,0.67
1,304,6072,101576,IND,,NA,NA,NA,NA,NA,NA,NA
1,304,6906,135600,AC,178,53.4,0.33,0.16,0.5,0.63,0.39,0.7
1,304,4001,141019,AC,228,36.7,LOWCOV,LOWCOV,LOWCOV,0.16,0.07,0.35
1,304,6076,131059,IND,,NA,NA,NA,NA,NA,NA,NA
1,304,6905,134226,AC,193,48.3,0.26,0.1,0.42,0.32,0.15,0.54
1,304,5400,136656,ACC,245,55.9,0.37,0.23,0.51,0.83,0.51,0.71
1,304,5404,137994,ACC,170,50.7,0.22,0.05,0.39,0.52,0.26,0.56
1,304,6907,135973,AC,220,42.9,0.26,0.1,0.41,0.51,0.22,0.51
1,304,6069,101575,IND,,NA,NA,NA,NA,NA,NA,NA
1,304,4033,133724,VA,295,63.1,0.45,0.32,0.58,0.64,0.53,0.85
1,304,5402,137685,ACC,316,52.8,0.36,0.23,0.48,0.76,0.37,0.64
1,304,6001,142329,IND,,NA,NA,NA,NA,NA,NA,NA
1,304,4000,140862,F,,,,,,,,
1,304,5407,101564,VA,118,42.7,-0.1,-0.35,0.14,0.23,0.09,0.51
1,304,5410,139319,ACC,246,50.5,0.1,-0.03,0.24,0.62,0.31,0.58
1,304,5403,138609,ACC,210,52.5,0.3,0.15,0.45,0.23,0.18,0.72
1,304,5406,101563,VA,172,56.3,0.46,0.29,0.63,0.85,0.53,0.82
1,304,6074,101578,IND,,NA,NA,NA,NA,NA,NA,NA
1,304,4006,138457,ACC,207,59.5,0.69,0.54,0.83,0.88,0.51,0.66
2,304,6121,135373,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,304,7009,101583,CYS,17,NE,NE,NE,NE,NE,NE,NE
2,304,7000,140796,ACCS,17,0.2,-1.49,-2.05,-0.93,0,0,0
4,304,,,,3049,51.1,0.31,0.27,0.35,0.544,0.316,0.63
1,305,6000,101680,IND,,NA,NA,NA,NA,NA,NA,NA
1,305,6003,101683,IND,,NA,NA,NA,NA,NA,NA,NA
1,305,4604,136466,ACC,171,53.5,0.15,-0.02,0.31,0.51,0.39,0.73
1,305,6073,101692,IND,,NA,NA,NA,NA,NA,NA,NA
1,305,5400,136709,ACC,216,58,0.29,0.15,0.44,0.79,0.63,0.83
1,305,5409,136545,ACC,206,49.9,0.15,0,0.3,0.41,0.2,0.66
1,305,5408,136467,ACC,214,49.9,-0.15,-0.29,0,0.35,0.29,0.67
1,305,5401,136464,ACC,210,49.1,-0.24,-0.38,-0.09,0.3,0.18,0.64
1,305,5418,136355,ACC,262,57.2,0.36,0.23,0.49,0.86,0.48,0.82
1,305,6077,101695,IND,,NA,NA,NA,NA,NA,NA,NA
1,305,6074,101693,IND,,NA,NA,NA,NA,NA,NA,NA
1,305,6007,101685,IND,,NA,NA,NA,NA,NA,NA,NA
1,305,4000,137121,AC,95,54.6,0.64,0.41,0.87,0.21,0.17,0.79
1,305,4003,143427,AC,,,,,,,,
1,305,4002,137379,ACC,142,52,0.23,0.05,0.41,0.56,0.39,0.65
1,305,5407,136644,ACC,241,57.1,0.46,0.32,0.6,0.54,0.41,0.78
1,305,5406,136281,ACC,117,49.9,-0.09,-0.29,0.11,0.11,0.05,0.74
1,305,6009,138384,IND,,NA,NA,NA,NA,NA,NA,NA
1,305,5402,136586,ACC,213,58.2,0.42,0.27,0.57,0.4,0.34,0.81
1,305,5412,137006,ACC,239,58.7,0.52,0.38,0.66,0.79,0.54,0.82
1,305,8000,130430,FESI,,NA,NA,NA,NA,NA,NA,NA
1,305,5405,136551,ACC,135,74.6,0.45,0.26,0.65,0.82,0.8,1
1,305,5419,138114,ACC,145,48.8,-0.15,-0.33,0.02,0.34,0.2,0.53
1,305,5403,136517,ACC,221,55.6,0.11,-0.03,0.26,0.59,0.32,0.76
1,305,5413,136540,ACC,214,49.8,-0.03,-0.17,0.12,0.25,0.16,0.59
1,305,5410,101676,VA,115,75.1,0.44,0.22,0.65,0.99,0.94,1
1,305,6079,134175,IND,,NA,NA,NA,NA,NA,NA,NA
2,305,6082,136265,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,305,7001,141989,ACS,,,,,,,,
2,305,6078,131395,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,305,7011,132008,CYS,11,6.5,-1.88,-2.51,-1.25,0,0,0
2,305,5950,101700,FDS,26,8.8,-1.18,-1.59,-0.77,0,0,0
2,305,6013,141697,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,305,7005,101697,FDS,7,0.3,-1.71,-2.5,-0.92,0,0,0
2,305,7012,135232,CYS,10,NE,NE,NE,NE,NE,NE,NE
2,305,6080,135670,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,305,,,,3318,53.4,0.1,0.06,0.13,0.507,0.361,0.717
1,306,6096,134585,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,4003,141210,AC,179,48.8,0.2,0.04,0.37,0.34,0.14,0.53
1,306,4600,101811,VA,112,53.8,0.25,0.05,0.45,0.7,0.42,0.68
1,306,6900,101849,CTC,178,49.7,-0.46,-0.63,-0.29,0.53,0.24,0.59
1,306,6095,133528,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,6012,139811,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,5405,101823,VA,153,62.1,0.44,0.27,0.61,0.97,0.69,0.88
1,306,6081,101845,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,6000,137567,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,4004,142040,AC,209,45.6,0.04,-0.12,0.19,0.11,0.05,0.55
1,306,6010,137671,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,6908,135955,AC,171,49.2,0.05,-0.11,0.21,0.33,0.19,0.7
1,306,6905,135249,AC,179,54.7,0.43,0.27,0.59,0.71,0.34,0.77
1,306,4001,139906,AC,110,51.4,0.59,0.37,0.82,0.65,0.33,0.56
1,306,6906,135311,AC,171,59.5,0.43,0.26,0.59,0.89,0.46,0.77
1,306,4002,140952,F,,,,,,,,
1,306,8601,130434,FESI,,NA,NA,NA,NA,NA,NA,NA
1,306,4000,139074,AC,152,42.3,-0.07,-0.25,0.12,0.14,0.07,0.4
1,306,5406,137754,ACC,191,52,0.13,-0.02,0.29,0.59,0.24,0.71
1,306,2045,140209,AC,,,,,,,,
1,306,6907,135654,AC,133,49.8,0.08,-0.1,0.27,0.41,0.18,0.66
1,306,6909,135968,AC,192,44.6,0.19,0.04,0.34,0.52,0.18,0.54
1,306,6082,101846,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,6910,136203,AC,87,43.1,0.15,-0.1,0.4,0.1,0.06,0.41
1,306,5400,138178,ACC,320,53,0.04,-0.08,0.16,0.55,0.31,0.68
1,306,6009,101835,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,4603,101813,VA,139,47.7,-0.16,-0.35,0.02,0.11,0.05,0.6
1,306,5402,138221,ACC,178,52,-0.09,-0.25,0.07,0.33,0.21,0.69
1,306,4702,101814,VA,149,47.2,0.46,0.24,0.69,0.47,0.2,0.58
1,306,5407,137772,ACC,169,50.1,-0.02,-0.18,0.14,0.43,0.24,0.53
1,306,5403,101821,VA,143,50.1,0.29,0.1,0.48,0.57,0.25,0.66
1,306,6077,101842,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,5900,131280,VA,115,50.8,0.08,-0.12,0.28,0.25,0.19,0.6
1,306,6014,101837,IND,,NA,NA,NA,NA,NA,NA,NA
1,306,4031,138187,ACC,217,53.8,0.21,0.07,0.36,0.48,0.35,0.72
2,306,7004,101853,CYS,20,5,-2.92,-3.4,-2.44,0,0,0
2,306,7000,101851,CYS,44,4.4,-1.54,-1.86,-1.22,0,0,0
2,306,6104,133438,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,306,6089,131721,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,306,7008,101856,CYS,9,NE,NE,NE,NE,NE,NE,NE
2,306,7001,101852,CYS,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
4,306,,,,3844,48.4,0.08,0.04,0.12,0.446,0.235,0.604
1,307,6081,131982,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,4035,101932,CY,222,40.8,-0.26,-0.43,-0.1,0.48,0.21,0.36
1,307,6905,134369,AC,149,46.3,-0.01,-0.22,0.19,0.36,0.25,0.48
1,307,6338,135155,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,6050,101948,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,5400,101939,FD,213,51.2,0.34,0.19,0.49,0.77,0.38,0.62
1,307,4603,101934,VA,291,58,0.66,0.53,0.78,0.76,0.54,0.85
1,307,4030,101930,CY,177,48.6,0.39,0.23,0.55,0.36,0.25,0.62
1,307,5403,137221,ACC,228,52.2,0.3,0.15,0.44,0.86,0.47,0.66
1,307,4001,142654,F,,,,,,,,
1,307,6082,133444,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,6084,101964,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,5402,101941,FD,214,53.6,0.41,0.26,0.57,0.62,0.39,0.64
1,307,4036,131310,CY,172,55.9,0.34,0.18,0.5,0.51,0.42,0.71
1,307,4031,137729,ACC,237,49.8,0.24,0.1,0.38,0.32,0.21,0.59
1,307,5401,101940,FD,230,56.5,0.46,0.32,0.59,0.58,0.47,0.8
1,307,6068,101957,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,5404,101943,FD,209,46.6,0.11,-0.05,0.28,0.63,0.3,0.54
1,307,6065,101954,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,6005,101946,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,6006,101947,IND,,NA,NA,NA,NA,NA,NA,NA
1,307,4602,137546,ACC,193,60.1,0.43,0.28,0.59,0.72,0.54,0.91
1,307,4020,101928,FD,209,47.2,0.35,0.17,0.52,0.18,0.13,0.58
1,307,4000,139725,F,,,,,,,,
2,307,7005,101965,CYS,29,1.4,-1.63,-2.03,-1.23,0,0,0
2,307,6339,135493,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,307,7012,101969,CYS,7,3.1,-1.38,-2.17,-0.59,0,0,0
2,307,6401,135794,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,307,7014,101971,CYS,10,NE,NE,NE,NE,NE,NE,NE
2,307,7013,101970,CYS,10,0.8,-2.15,-2.81,-1.49,0,0,0
2,307,6064,101953,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,307,,,,2795,50.6,0.28,0.24,0.32,0.552,0.352,0.64
1,308,4001,139815,F,,,,,,,,
1,308,6907,136147,AC,215,41.9,-0.11,-0.27,0.04,0.37,0.14,0.39
1,308,4702,102052,VA,147,48.6,0.03,-0.16,0.22,0.52,0.21,0.59
1,308,5401,102056,FD,176,48.3,0.23,0.06,0.4,0.7,0.32,0.58
1,308,4037,102049,CY,207,46.4,-0.29,-0.44,-0.14,0.68,0.22,0.49
1,308,4007,102043,CY,255,50.3,0.23,0.1,0.37,0.51,0.24,0.59
1,308,4030,102048,CY,184,53.7,0.13,-0.03,0.29,0.76,0.39,0.68
1,308,5404,137094,ACC,172,49.5,-0.35,-0.51,-0.19,0.34,0.2,0.64
1,308,6003,141247,IND,,NA,NA,NA,NA,NA,NA,NA
1,308,6305,135839,IND,,NA,NA,NA,NA,NA,NA,NA
1,308,4000,139599,F,,,,,,,,
1,308,4043,132256,CY,238,54.3,0,-0.13,0.14,0.59,0.33,0.77
1,308,4015,136327,ACC,227,51.9,0.3,0.16,0.44,0.67,0.32,0.63
1,308,5400,102055,VA,181,73.9,0.37,0.21,0.53,0.96,0.93,0.99
1,308,4038,102050,CY,213,47.2,0.29,0.14,0.44,0.57,0.28,0.53
1,308,6908,136157,AC,138,39.7,-0.25,-0.45,-0.05,0.31,0.12,0.34
1,308,6905,134311,AC,176,47.4,0.11,-0.06,0.27,0.56,0.31,0.52
1,308,6906,135958,AC,163,43.9,-0.06,-0.24,0.12,0.2,0.09,0.58
1,308,6001,102061,IND,,NA,NA,NA,NA,NA,NA,NA
1,308,6068,134580,IND,,NA,NA,NA,NA,NA,NA,NA
1,308,4706,102053,VA,181,57.3,0.65,0.49,0.81,0.38,0.28,0.79
1,308,5403,102058,VA,171,55.6,0.18,0.02,0.34,0.73,0.45,0.75
1,308,6062,102065,IND,,NA,NA,NA,NA,NA,NA,NA
1,308,4029,102047,CY,247,55.4,0.16,0.02,0.3,0.44,0.35,0.74
1,308,4026,102045,CY,233,51.8,-0.09,-0.23,0.05,0.65,0.4,0.73
2,308,7004,102068,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,308,7000,102066,CYS,14,NE,NE,NE,NE,NE,NE,NE
2,308,7005,102069,CYS,10,NE,NE,NE,NE,NE,NE,NE
2,308,7007,102070,CYS,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,308,7002,102067,CYS,34,2.4,-2.53,-2.93,-2.14,0,0,0
4,308,,,,3589,50.3,0.06,0.02,0.09,0.547,0.307,0.624
1,309,4036,137531,ACC,226,57.3,0.44,0.29,0.58,0.44,0.42,0.79
1,309,6000,102162,IND,,NA,NA,NA,NA,NA,NA,NA
1,309,6004,141859,IND,,NA,NA,NA,NA,NA,NA,NA
1,309,4032,102156,FD,244,62.4,0.42,0.28,0.56,0.68,0.59,0.88
1,309,4033,102157,CY,243,47.8,0.23,0.1,0.37,0.44,0.31,0.63
1,309,6905,133386,AC,186,48.1,0.32,0.16,0.48,0.36,0.16,0.55
1,309,4000,140935,F,,,,,,,,
1,309,4705,139616,ACC,165,48.7,0.42,0.26,0.59,0.58,0.28,0.65
1,309,6001,102163,IND,,NA,NA,NA,NA,NA,NA,NA
1,309,4030,102154,CY,242,54.3,0.26,0.12,0.39,0.28,0.22,0.7
1,309,4029,102153,CY,198,54.2,0.31,0.16,0.47,0.54,0.36,0.69
1,309,4031,102155,CY,196,43,0.26,0.09,0.42,0.16,0.12,0.44
1,309,4037,131757,CY,202,46,0.24,0.09,0.39,0.23,0.12,0.52
1,309,4703,139362,ACC,125,39.9,LOWCOV,LOWCOV,LOWCOV,0.28,0.17,0.26
1,309,4001,140968,FUTC,33,32.1,-1.26,-1.7,-0.82,0,0,0.36
1,309,4034,137745,ACC,155,42.1,-0.22,-0.41,-0.04,0,0,0.72
2,309,7000,102175,CYS,11,15.6,-1.24,-1.94,-0.55,0,0,0.18
2,309,6002,135683,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,309,7006,102178,CYS,23,NE,NE,NE,NE,NE,NE,NE
2,309,7008,135534,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,309,7001,102176,CYS,8,NE,NE,NE,NE,NE,NE,NE
4,309,,,,2252,49.3,0.25,0.2,0.29,0.365,0.26,0.626
1,310,4000,138227,F,,,,,,,,
1,310,4032,137178,ACC,169,55.9,0.7,0.53,0.86,0.87,0.47,0.7
1,310,4022,137199,ACC,175,52.1,0.49,0.31,0.66,0.3,0.14,0.71
1,310,4033,137177,ACC,149,45.1,0.06,-0.17,0.29,0.24,0.06,0.47
1,310,6000,102245,IND,,NA,NA,NA,NA,NA,NA,NA
1,310,4020,137204,ACC,279,53.3,0.43,0.3,0.56,0.63,0.34,0.69
1,310,6002,102247,IND,,NA,NA,NA,NA,NA,NA,NA
1,310,6083,135334,IND,,NA,NA,NA,NA,NA,NA,NA
1,310,6075,102257,IND,,NA,NA,NA,NA,NA,NA,NA
1,310,4024,137028,ACC,296,56.4,0.35,0.22,0.47,0.43,0.32,0.74
1,310,4021,137075,ACC,296,51.9,0.07,-0.05,0.2,0.34,0.22,0.66
1,310,4001,142864,F,,,,,,,,
1,310,6204,135687,IND,,NA,NA,NA,NA,NA,NA,NA
1,310,6080,134891,IND,,NA,NA,NA,NA,NA,NA,NA
1,310,4027,137198,ACC,188,47.5,0.03,-0.15,0.21,0.43,0.31,0.56
1,310,4700,102243,VA,145,60.8,0.49,0.31,0.67,0.73,0.54,0.85
1,310,5400,138458,ACC,145,56.2,0.14,-0.03,0.32,0.58,0.41,0.77
1,310,2049,141071,ACC,,,,,,,,
1,310,4026,102239,CY,267,55.2,0.64,0.51,0.77,0.89,0.46,0.64
2,310,7005,133317,CYS,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,310,7002,102260,CYS,30,1.2,-2.09,-2.52,-1.65,0,0,0
4,310,,,,2141,52.7,0.32,0.27,0.37,0.536,0.321,0.668
1,311,5401,136663,ACC,169,49.6,-0.26,-0.42,-0.1,0.36,0.24,0.65
1,311,4038,137189,ACC,182,43.4,-0.58,-0.75,-0.42,0.27,0.19,0.53
1,311,4042,139307,ACC,148,43.9,-0.46,-0.64,-0.28,0.3,0.09,0.43
1,311,4003,136576,ACC,154,47,-0.12,-0.3,0.05,0.12,0.05,0.48
1,311,4700,137040,ACC,147,54.4,0.07,-0.1,0.25,0.73,0.46,0.79
1,311,4011,140300,ACC,177,47.9,-0.15,-0.31,0.01,0.46,0.23,0.57
1,311,5402,136600,ACC,190,59.4,0.08,-0.08,0.23,0.91,0.64,0.91
1,311,6905,136090,AC,117,45.5,-0.2,-0.41,0,0.15,0.08,0.62
1,311,4006,137414,ACC,190,47.1,-0.46,-0.61,-0.31,0.34,0.18,0.58
1,311,5400,138326,ACC,220,51.9,-0.09,-0.24,0.05,0.55,0.33,0.68
1,311,4026,102344,CY,110,50,-0.34,-0.54,-0.13,0.54,0.18,0.63
1,311,4000,137197,ACC,192,52.3,-0.01,-0.16,0.14,0.7,0.35,0.68
1,311,4007,143428,AC,,,,,,,,
1,311,6060,102360,IND,,NA,NA,NA,NA,NA,NA,NA
1,311,4037,102345,FD,163,49.1,-0.06,-0.23,0.1,0.3,0.1,0.67
1,311,6057,102358,IND,,NA,NA,NA,NA,NA,NA,NA
1,311,4001,137396,ACC,156,55.2,0.39,0.22,0.55,0.74,0.58,0.74
1,311,4025,102343,FD,96,45.6,-0.42,-0.64,-0.2,0.45,0.11,0.43
1,311,5403,137233,ACC,125,57.5,0.43,0.25,0.62,0.84,0.56,0.74
1,311,4600,137145,ACC,205,51.5,-0.09,-0.24,0.06,0.42,0.27,0.65
1,311,4009,102341,FD,157,50.8,-0.14,-0.3,0.03,0.55,0.26,0.63
2,311,7000,102362,FDS,17,NE,NE,NE,NE,NE,NE,NE
2,311,7004,142050,ACS,7,NE,NE,NE,NE,NE,NE,NE
2,311,7003,102364,CYS,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
4,311,,,,2921,49.9,-0.14,-0.18,-0.1,0.485,0.277,0.636
1,312,5409,102449,FD,82,45.6,-0.12,-0.38,0.13,0.32,0.15,0.45
1,312,5412,137844,ACC,224,46.3,-0.01,-0.16,0.13,0.24,0.14,0.51
1,312,4600,137407,ACC,186,59,0.39,0.24,0.54,0.31,0.25,0.8
1,312,5400,137633,ACC,186,53.2,0.17,0.02,0.33,0.32,0.23,0.68
1,312,4009,141035,FSS,21,55.2,0.23,-0.37,0.83,0.24,0.24,0.81
1,312,5408,137925,ACC,243,53.1,0.02,-0.12,0.16,0.51,0.35,0.69
1,312,4654,136329,ACC,176,57.5,0.35,0.19,0.51,0.78,0.49,0.72
1,312,6906,135004,AC,134,40.7,-0.87,-1.06,-0.69,0.21,0.07,0.43
1,312,5411,102451,FD,180,47.1,0.18,0,0.37,0.36,0.14,0.53
1,312,5401,136519,ACC,295,55.3,0.07,-0.05,0.19,0.46,0.26,0.79
1,312,4002,140941,FUTC,39,47.8,-0.09,-0.45,0.27,0.08,0.05,0.54
1,312,5407,137078,ACC,33,47.8,0.4,0.01,0.79,0.42,0.18,0.48
1,312,6001,102452,IND,,NA,NA,NA,NA,NA,NA,NA
1,312,5405,137829,ACC,58,53.1,0.34,0.02,0.67,0.71,0.33,0.74
1,312,4000,138368,FSS,33,29.3,-1.14,-1.53,-0.74,0,0,0.18
1,312,5403,136711,ACC,249,57.4,0.59,0.45,0.72,0.73,0.47,0.78
1,312,5406,137077,ACC,122,50.2,0.27,0.07,0.46,0.25,0.17,0.62
1,312,4023,140748,ACC,147,56.1,0.23,0.06,0.41,0.44,0.33,0.76
1,312,6004,102453,IND,,NA,NA,NA,NA,NA,NA,NA
1,312,6905,134797,AC,158,43.3,-0.66,-0.83,-0.49,0.1,0.08,0.53
1,312,5410,136631,ACC,174,53.7,0.45,0.29,0.62,0.56,0.41,0.68
1,312,5404,136768,ACC,188,45.9,-0.39,-0.54,-0.23,0.63,0.21,0.55
1,312,5402,137635,ACC,179,58.3,0.45,0.29,0.6,0.42,0.33,0.8
2,312,6063,131940,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
2,312,7004,102462,CYS,25,NE,NE,NE,NE,NE,NE,NE
2,312,7010,138158,ACCS,9,NE,NE,NE,NE,NE,NE,NE
2,312,7006,102464,NMSS,,NA,NA,NA,NA,NA,NA,NA
2,312,7000,141382,ACS,8,5.2,-2.78,-3.52,-2.04,0,0,0
4,312,,,,3148,51.1,0.07,0.03,0.11,0.422,0.259,0.647
1,313,6064,102551,IND,,NA,NA,NA,NA,NA,NA,NA
1,313,4024,139095,ACC,129,48.3,0.21,0.01,0.4,0.51,0.36,0.53
1,313,4020,137907,ACC,203,50,-0.13,-0.28,0.03,0.53,0.29,0.6
1,313,4029,136522,ACC,199,52.4,0.43,0.28,0.58,0.76,0.42,0.71
1,313,4023,137618,ACC,174,44.2,0.01,-0.16,0.17,0.39,0.17,0.58
1,313,4600,139989,ACC,145,58.9,0.51,0.33,0.68,0.39,0.35,0.83
1,313,5400,137928,ACC,199,60.1,0.45,0.3,0.6,0.63,0.52,0.82
1,313,5401,102545,VA,174,62,0.57,0.4,0.73,0.79,0.66,0.88
1,313,4028,102539,CY,266,57.8,0.68,0.55,0.81,0.76,0.46,0.77
1,313,4026,138924,ACC,190,53.5,0.48,0.33,0.64,0.69,0.42,0.64
1,313,4500,137940,ACC,162,51,0.18,0,0.35,0.42,0.29,0.62
1,313,6005,140066,IND,,NA,NA,NA,NA,NA,NA,NA
1,313,4001,139276,AC,141,43.9,-0.11,-0.35,0.13,0.24,0.1,0.43
1,313,4027,136341,ACC,218,54.6,0.53,0.38,0.67,0.56,0.38,0.69
1,313,4004,142781,FSS,,,,,,,,
1,313,4002,139720,F,,,,,,,,
1,313,6081,135090,IND,,NA,NA,NA,NA,NA,NA,NA
1,313,4000,138266,F,,,,,,,,
1,313,4022,137009,ACC,139,50.7,0.21,0.03,0.4,0.67,0.28,0.62
1,313,4800,137995,ACC,180,61,0.76,0.6,0.91,0.89,0.63,0.85
1,313,6002,138771,IND,,NA,NA,NA,NA,NA,NA,NA
1,313,4003,142126,FSS,,,,,,,,
1,313,8001,130447,FESI,,NA,NA,NA,NA,NA,NA,NA
2,313,7005,102554,CYS,15,0.3,-2,-2.55,-1.44,0,0,0
2,313,7006,102555,CYS,6,NE,SUPP,SUPP,SUPP,NE,NE,NE
2,313,6083,136740,INDSPEC,,NA,NA,NA,NA,NA,NA,NA
4,313,,,,2667,51,0.29,0.25,0.34,0.572,0.37,0.655
1,314,6068,102620,IND,,NA,NA,NA,NA,NA,NA,NA
