LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
350,3371,134237,20,31,5,18.3,19.2,4.3,20.8,37001
350,3373,131271,22,30,7,19,23.1,5.2,21.4,36065
350,6906,135981,67,38,43,64.6,32,27.8,17.3,36476
351,2001,139999,12,17,3,11.6,12.9,3,25.5,37447
351,2002,141167,12,17,3,11.2,9.9,2.4,26.6,35798
351,2003,141673,21,22,5,21,15.5,4.3,19.5,37561
351,2006,105287,12,19,3,11.2,11.3,2,22.2,37490
351,2009,105289,9,8,3,8.4,6,1.4,25.1,NA
351,2012,105290,12,7,2,11.1,4.8,1.9,22.3,37662
351,2013,105291,12,13,2,11,9.1,1.3,22.8,37688
351,2014,105292,12,25,2,10.3,13.5,1.8,25.1,38842
351,2015,105293,18,24,2,15.2,12.2,1.9,21.3,39194
351,2019,105294,9,11,1,8.4,5.1,1,22,37679
351,2020,105295,13,17,3,10.4,9.1,1.7,23.7,39260
351,2025,105296,11,13,2,8.6,7.1,1.2,24.1,41440
351,2027,105297,21,19,5,18.1,12.4,3.7,21.6,39908
351,2029,105299,15,31,1,13.4,20,0.7,15.8,34646
351,2030,105300,10,18,2,9.1,9.5,1.5,23.8,41774
351,2032,105301,13,13,2,10.7,6.3,1.8,23.3,39220
351,2033,105302,18,25,5,16.2,15,3.8,28.5,38620
351,2035,105304,16,21,3,14.8,13.6,2.1,20.5,38104
351,2036,105305,10,10,2,8.7,6.6,1.7,22.9,40913
351,2037,105306,20,24,2,18.2,14.7,2,22.9,37917
351,2038,105307,24,22,3,20.4,14.5,2.4,21.2,38948
351,2039,105308,9,13,2,9,10.2,1.6,28.7,39860
351,2041,105310,9,15,1,6.5,7.7,0.9,30.2,41231
351,2042,105311,12,18,2,10.8,9.4,1.7,23.9,38819
351,2045,105313,18,22,2,15,12.5,1.2,18.9,38947
351,2046,105314,10,12,2,8.5,7.9,1.3,24.7,39736
351,2047,105315,18,26,3,17.2,16.9,2.9,20.1,34872
351,2048,105316,13,17,3,11.6,10,2.6,21.5,35276
351,2050,105317,10,14,3,8.9,9.6,1.6,25,39230
351,3006,105321,13,27,5,9.8,12,2.3,25,40814
351,3009,105322,14,22,3,12.9,14.8,1.7,24.1,38377
351,3015,105323,9,17,2,8.8,12.2,1.7,28.1,41686
351,3016,105324,13,11,1,9.1,7.2,1,28.3,39187
351,3017,105325,13,16,2,9.8,10.1,1.5,24,44762
351,3018,105326,11,13,2,9.7,8.2,1.3,25.3,38892
351,3019,105327,5,8,1,4.2,2.9,0.7,24.5,38299
351,3022,105329,14,7,2,13.4,4.3,1.5,21.6,36445
351,3028,105330,16,16,4,14.6,13.6,2.6,21.3,37157
351,3302,105331,14,24,2,11.7,14.3,1.8,19.4,37077
351,3303,105332,14,15,1,13,10.7,1,16.3,35286
351,3320,105334,14,13,3,10.3,7.1,2.2,22.4,40687
351,3324,105335,12,11,2,10.1,8,1.4,23.5,37838
351,3326,105336,10,19,3,10,12.6,2.3,33.6,39787
351,3328,105337,9,15,1,6.8,8.4,1,27.6,NA
351,3330,105338,7,4,2,5.5,1.8,0.7,17.6,36883
351,3332,105340,7,7,1,5.5,2.7,0.9,19.7,40994
351,3333,105341,13,13,1,12.6,8,1,21.9,40423
351,3334,105342,14,16,2,11.4,6.2,1.1,20.3,39490
351,3335,105343,12,19,2,8.8,8.1,1.2,25.5,36691
351,3336,105344,17,21,2,13.3,6.8,1.9,23.5,38875
351,3337,105345,24,20,2,21.5,14.2,1.7,20,36278
351,3341,105347,16,13,2,12.5,7.9,1.3,23,39844
351,3343,105348,13,15,NA,10,9.9,NA,23.1,39058
351,3344,105349,9,11,2,8.8,7.3,1.4,19.7,37732
351,3346,105350,11,24,2,10.3,10.8,1.4,23,38070
351,3348,105351,10,10,2,9.4,8.4,1.7,20.7,36908
351,3349,105352,12,10,1,9.2,6.5,0.9,16,36804
351,3350,105353,17,34,3,16,21.8,2,26.7,37943
351,3351,130327,12,17,1,9.9,10.2,1,23.2,38404
351,3352,133929,17,21,2,13.7,13.7,1.7,22.3,37631
351,3353,133944,20,33,3,19.2,24.4,1.9,24.7,36907
351,5200,105368,10,15,4,9.4,9.3,2,16.8,38527
351,5201,136661,33,12,4,28.1,7.7,1.7,29.3,34213
352,2001,105387,11,17,2,10.5,15.9,2,22.9,34721
352,2002,131444,35,43,6,34.2,34.4,4.5,20.8,35890
352,2004,131620,34,28,5,32.4,20.3,3.5,22,38186
352,2005,137689,23,24,8,22.6,23.3,6.4,19.9,36739
352,2006,105389,25,29,4,23.6,23.6,3.6,20.5,38138
352,2007,137866,14,13,2,12.3,12.8,2,19.4,34412
352,2008,131931,16,23,2,15.4,18.5,2,21,36694
352,2009,139438,25,26,1,23.5,21.3,0.9,19.7,34807
352,2010,133770,15,14,6,14.4,13.7,4,23.8,33597
352,2012,138784,43,28,9,40.8,26,8.3,16.8,33028
352,2013,131953,32,36,5,29.1,30.6,4.7,16.3,35622
352,2014,140052,11,14,6,10,11.1,3.8,23.7,39056
352,2015,138785,42,27,6,39.7,26,6,16.8,34830
352,2016,139056,21,31,4,18.9,30.6,4,24,33591
352,2017,140314,32,42,9,29.1,32.3,8.2,24.6,39060
352,2018,139078,20,23,3,19.5,21.2,3,23.2,36970
352,2019,139263,20,27,7,19.8,22.4,6.6,24.8,35638
352,2020,139404,24,33,3,23.8,32.9,3,24.2,34213
352,2022,139598,8,8,5,8,8,4.9,20.7,36634
352,2023,139790,7,9,2,7,9,2,21.6,35627
352,2024,140482,7,6,3,7,6,3,20,30527
352,2025,140661,20,23,5,18.8,20.7,3.9,24.1,37337
352,2036,140692,7,7,3,5.2,5.3,1.4,16.2,43899
352,2037,141689,12,15,2,11.6,12.3,2,22,32797
352,2038,141966,5,2,2,4,2,1.5,11.2,NA
352,2039,105397,25,31,4,23.2,25,3.7,19.3,35214
352,2040,138653,21,22,3,19.8,21.6,2.5,24.7,34463
352,2042,141967,4,2,3,3.5,2,2,13.7,41770
352,2048,105401,27,31,5,24.4,26.1,3.9,19.3,34882
352,2057,105403,29,43,7,27,34.2,6.2,23.1,38069
352,2058,105404,39,37,7,35.5,34.9,6.3,19.4,34416
352,2060,105405,20,22,5,20,20.7,3.8,20.8,32694
352,2068,105408,31,24,4,29.6,22.8,4,21.5,34777
352,2073,140709,24,23,6,22.7,18.5,6,23.6,36301
352,2075,105412,17,25,3,17,24.9,2.6,22.5,35058
352,2076,105413,14,11,3,12.8,8.9,3,18.8,35213
352,2079,105414,20,16,6,19.1,14.5,5.6,24.3,36045
352,2113,140130,27,25,9,23.9,21.2,5.2,20.2,38356
352,2129,105422,40,38,8,38.3,34.2,7.4,18,35132
352,2141,140137,21,33,7,19.7,29.2,5.3,24.6,39164
352,2142,105424,29,36,4,24.6,31.8,3.7,23,37604
352,2161,105426,25,20,2,19.5,16.5,1.6,22.2,35634
352,2164,105427,16,23,4,15.6,21,3.4,24.2,34339
352,2165,105428,29,24,4,29,23,4,15.8,35218
352,2182,142437,36,38,4,32.9,34.5,4,21.4,31691
352,2184,105432,25,28,5,24.1,25.5,5,23.7,35885
352,2186,105434,14,14,8,10.8,10.4,3.8,20.8,39787
352,2216,105443,26,21,8,24.7,18.1,6.3,18.3,35669
352,2232,105448,19,21,3,17.6,21,2.8,21.3,35159
352,2234,105449,25,33,5,23.1,26.3,3.5,19.1,36001
352,2247,105451,12,17,2,11.9,15.6,1.4,20.9,36009
352,2249,105452,22,30,4,22,25.7,4,23.5,33817
352,2278,105459,23,23,4,22,22.7,4,20.1,35767
352,2288,105461,12,20,2,11.6,18.8,2,20.6,38435
352,2296,105465,21,21,6,20.4,20.6,4,20.4,31972
352,2298,105467,28,28,4,26.9,24.7,3.6,19.3,34473
352,2300,105468,11,18,2,10.4,15.5,1.3,26.6,37572
352,2301,105469,19,32,4,17.5,27.8,3.3,25.7,37399
352,2302,105470,19,26,3,18.4,23.5,3,22.8,33725
352,2303,105471,42,12,2,24.8,12,2,15.1,35551
352,2305,105472,30,20,6,28.5,18.9,6,16.9,NA
352,2321,105480,12,16,2,10.3,14.8,2,23.2,39761
352,2323,139445,26,27,4,23,26.5,3.8,20.5,34091
352,2324,105483,28,27,11,25,23.4,9.3,19.3,34862
352,2325,105484,23,16,2,20.8,14.9,2,14.7,39324
352,2326,105485,29,28,5,26.3,25.4,4.1,17.9,32508
352,2327,105486,25,26,3,25,24.1,2.4,18.2,34154
352,2328,130380,36,33,3,34.4,26.1,2.5,21,38337
352,2329,130394,27,28,5,25.1,25.5,4.8,18.9,34770
352,2330,131030,35,33,8,30.4,29.6,6.9,21.2,37126
352,2332,131202,42,43,6,37.5,38.5,6,19.1,35252
352,2338,131431,24,27,4,20.2,23.6,2.9,22,34855
352,2340,131938,21,20,1,20.6,18,1,20.9,35057
352,2341,132241,27,33,2,26.8,31.1,2,18.6,36658
352,3003,105487,15,12,2,11.4,11,2,20.8,36699
352,3005,105488,16,14,2,14.7,13.7,1.2,20.1,33086
352,3011,105490,16,15,2,14.1,13.1,1.8,16.1,34379
352,3015,105491,21,22,3,19.6,19.9,3,21.6,32228
352,3022,105493,28,29,4,26.1,24.6,4,20.9,34276
352,3028,105495,24,27,5,20.3,24.5,4.3,22.3,33623
352,3034,105496,13,11,2,13,11,2,18.9,35137
352,3039,105498,17,25,3,15.6,18.8,3,22.6,37541
352,3040,137601,31,40,5,29.2,35.3,5,20.6,34763
352,3041,105500,23,7,2,20.1,5.4,1.9,22.6,34940
352,3042,105501,10,15,3,10,14.3,3,24,39199
352,3043,105502,25,36,7,22.9,32.9,4.3,18,34044
352,3044,105503,29,32,3,25.7,29.9,2.7,18.2,35457
352,3045,105504,12,10,NA,10.8,9,NA,35.7,40650
352,3301,105505,14,18,4,10.7,15.9,4,22.5,40414
352,3305,142265,12,8,4,9,6.2,2.2,26.4,39188
352,3310,105507,14,13,2,13.7,12.3,1,28.6,37088
352,3316,105508,15,9,2,13.2,8.8,2,17.6,NA
352,3325,105509,11,14,1,10.6,14,1,20.9,37798
352,3402,105514,29,16,2,25.2,14.6,1.9,18.7,33676
352,3408,105516,12,8,1,12,8,1,16.1,39133
352,3415,105519,14,15,3,10.8,12.9,1.9,23.6,42617
352,3418,105520,14,10,2,13.1,8.7,1.9,17.4,36361
352,3422,105521,16,23,2,15.7,20.7,2,21.5,35378
352,3424,139458,32,27,4,30.4,25.2,4,22.8,33201
352,3429,105523,11,12,2,8.9,10.3,1.8,27.9,38482
352,3432,105524,22,18,7,20.7,15.7,4.8,21.1,33772
352,3434,105525,14,18,4,12.9,14.8,2.9,18.8,32611
352,3439,105526,18,18,3,16.1,17,3,21.4,32926
352,3440,105527,12,20,3,10.9,15.2,2.6,23.8,35979
352,3445,105529,12,16,4,11.1,14.9,3.8,23.4,39797
352,3446,105530,12,14,4,11.5,11.6,3,20.8,38022
352,3448,139467,22,17,3,19.8,14.2,2.8,17.3,35889
352,3452,105532,13,14,5,13,13.1,3.6,17.8,33715
352,3455,105533,19,18,2,16.7,17.2,2,21.3,30976
352,3457,105534,23,12,14,20.7,10.2,5.5,17.3,35596
352,3460,105535,12,14,3,9.5,12.7,3,25.4,30156
352,3464,105536,12,12,2,10.5,9.8,1.9,22.9,37632
352,3465,105537,11,14,2,10.3,13.2,1.7,23.7,39673
352,3469,105539,12,14,3,11.2,13.2,2.8,18.6,37888
352,3472,105540,13,27,2,12.2,22.6,2,21.1,34308
352,3473,105541,19,19,5,17,17.8,4.7,19.9,35307
352,3474,140758,10,7,2,8.6,5.8,1.6,26.5,33089
352,3475,105543,11,16,1,9.5,13.8,1,24.3,38036
352,3482,105544,22,20,6,22,19.7,4.3,20.9,37849
352,3484,105545,12,14,3,11.5,12.9,2.9,20.2,36252
352,3489,105546,25,29,3,23.3,23.9,3,21.2,36019
352,3490,105547,10,15,5,10,11.9,3.8,25.5,36468
352,3491,105548,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
352,3492,105549,14,11,2,13.4,10.7,1.8,22.4,35598
352,3494,105550,11,14,3,9.5,13.5,2.6,25.8,38619
352,3500,105553,17,17,4,15.8,14.2,2.7,21.6,35365
352,3501,105554,25,33,6,23.7,25.8,4.6,18.9,31484
352,3503,105555,23,35,3,19.9,31.9,3,24.4,39092
352,3504,131884,11,12,2,10.4,12,1.5,21,37064
352,3505,134479,17,11,3,13.1,9.7,2.4,19.6,37765
352,3506,135279,22,14,4,20.4,13.8,4,20.8,34881
352,3507,135648,23,34,4,22.6,29.8,3.1,20.3,34411
352,3508,139497,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
352,4271,105560,134,77,44,128.3,69.6,41.7,12.9,35898
352,5200,105584,20,16,8,20,14.7,7.6,20.2,38615
352,6907,135296,90,38,33,82.5,32.7,31.4,14,40495
353,2000,105626,16,12,5,13.4,10,4.1,26.8,36793
353,2002,105627,11,9,8,9.6,7.7,3.1,23.9,41116
353,2003,136825,10,9,3,10,5.3,2.1,21.2,38458
353,2006,138792,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
353,2007,139651,28,2,5,25.8,2,4.3,19.7,29572
353,2008,142425,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
353,2009,139704,25,31,7,22.8,24.5,5.4,23.4,36580
353,2010,105631,6,8,2,5.8,6.5,1.6,38.2,31900
353,2012,105632,11,19,6,9.8,16.7,3.3,46.4,38376
353,2013,141333,6,12,3,5.6,10.4,2.6,SUPP,31031
353,2014,141401,10,16,3,9.6,12.3,3,22.8,33986
353,2017,137479,17,19,3,15.8,13.6,2.8,18.4,41054
353,2022,140100,12,14,4,11.1,11.2,3,22.1,35633
353,2027,105635,11,10,3,10.6,7.9,1.8,24.2,39461
353,2033,105638,15,18,6,14.2,13.5,3.6,23,37380
353,2034,105639,12,11,3,10.8,9.6,2.8,22,36440
353,2044,105642,14,4,2,14,3.2,1.9,22.6,36930
353,2047,105645,12,21,3,11.4,16,1.9,26.9,40610
353,2052,105648,21,16,4,19.6,11.7,3.2,25.4,36998
353,2054,105649,7,11,3,7,9.5,2.6,28.9,33547
353,2058,105652,10,15,4,9.5,12.1,3.8,23.7,37805
353,2062,105656,17,28,4,17,14.1,2.5,25.9,35798
353,2064,105658,10,8,5,9.2,7.6,4,25.5,35007
353,2065,105659,11,17,4,9.6,12.3,3.5,21.8,36251
353,2069,105662,8,10,3,7.1,7.4,2.7,29.1,37400
353,2071,105663,7,9,3,7,7.1,2.6,25.6,30247
353,2075,105665,5,8,3,4.5,5,1.6,41.2,40757
353,2076,105666,5,11,NA,4.6,4,NA,23.3,40726
353,2077,105667,11,4,4,10.1,3.3,3.3,20.1,34872
353,2078,105668,8,15,4,7.5,12.4,3.5,39.8,31362
353,2079,105669,11,6,3,9.5,4,1.9,21.6,37969
353,2080,105670,19,15,4,17.2,12,3,20.9,34817
353,2085,105671,9,15,6,8.3,5.6,2.3,25.4,40421
353,2091,105672,8,6,5,8,4.3,2.9,25.1,40754
353,2093,105674,9,7,2,7.6,4.5,1.6,29.3,40502
353,2095,105676,14,22,7,13.6,18,3.3,26.3,36436
353,2097,140579,31,28,4,29.2,25.7,4,16.4,34786
353,2098,105679,12,23,4,10.5,15.3,3.7,22.4,40075
353,2099,105680,26,26,3,23.2,21.2,2.6,19.4,38071
353,2109,105686,22,26,4,20.8,23.7,3.8,21.3,38374
353,2110,133286,10,13,2,9,7.1,1.8,24.8,32792
353,2111,133710,12,13,4,11.6,12,4,27.9,39223
353,2112,133711,16,20,5,15.2,16.9,4.1,30.2,37022
353,2113,133712,28,22,4,25.4,18.2,3.8,21.1,37826
353,3005,105688,5,2,2,4.5,1.1,1.3,28.9,32467
353,3007,105689,8,14,3,8,10.1,2.5,25.6,38597
353,3008,140589,13,10,4,11.8,6.6,3.7,23.2,41405
353,3009,105691,13,8,5,9.3,3.5,4.2,21.3,39647
353,3010,105692,10,6,2,9.6,4.8,2,21.9,37772
353,3011,105693,5,4,2,5,2.2,1.6,15.4,39023
353,3012,105694,12,13,3,12,10.9,3,25.4,35905
353,3303,105695,11,11,3,11,8.1,3,20.1,36828
353,3315,105698,25,32,5,22.5,26.2,4.6,20.8,37126
353,3325,105699,14,14,4,12.8,9.9,2.9,16.7,35490
353,3326,105700,6,7,2,5.1,3.6,1.1,21.4,36262
353,3328,105701,11,10,4,10.7,8.4,2.6,22.5,34512
353,3329,105702,20,34,5,19.4,22.1,2.8,19.6,35216
353,3330,105703,14,13,2,13,10.8,1.9,21.9,35777
353,3333,105705,13,13,4,12.1,9,4,25.3,35978
353,3341,105707,12,20,5,11.4,9.8,4,24.8,38760
353,3342,105708,9,10,3,9,8,3,23.4,39663
353,3344,105709,18,14,4,16.4,12.5,3.8,25.5,38817
353,3345,105710,7,6,3,7,5.4,2.4,29,35878
353,3346,105711,9,6,3,8,1.7,2.1,26.4,40801
353,3347,105712,15,11,2,13,9.6,2,22.5,38067
353,3351,105714,12,12,2,9.2,10.8,1.4,22.9,37303
353,3353,105715,13,18,3,11.6,11.8,2.9,25.1,38964
353,3355,142271,11,14,6,10.6,10.9,3.1,18,34098
353,3358,105718,14,11,2,13.5,5.1,2,23.9,34681
353,3359,105719,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
353,3362,105720,12,10,3,11.2,6.5,2.9,24.4,38887
353,3363,105721,18,36,4,17.2,18.9,2.9,24.9,36235
353,3364,105722,13,15,3,10.6,12,2.9,29.5,41865
353,3366,105723,10,5,5,8.1,3.7,3.7,26.2,35909
353,3393,135720,20,23,5,17.9,19.3,3.9,24.9,38396
353,3400,105724,10,11,1,9.6,8.5,1,23.2,37400
353,3401,105725,12,23,4,9.3,9.6,3.4,24.5,41600
353,3402,105726,9,12,3,7.6,8.3,2.1,29.5,36266
353,3403,105727,16,19,3,14.6,11,2.8,30.3,34661
353,3503,131848,13,10,3,12.2,8.8,2.4,18.6,37311
353,3504,134784,17,19,5,17,13.3,4.8,26.1,35828
353,3506,135258,11,5,2,10.5,3.2,1.3,SUPP,29490
353,3507,135341,13,8,3,12.2,6.6,2.7,27.3,37291
353,3508,140597,22,29,3,21.4,24,3,24.5,34621
353,3509,136223,20,21,3,17.8,16.2,3,23.8,36064
354,2000,105764,12,24,4,11.6,17.4,2.9,19,39319
354,2001,134220,23,31,3,21.2,22.5,3,19.2,39697
354,2002,105765,10,23,7,9.6,16.5,4.5,25,38648
354,2003,105766,24,30,3,21,20.5,2.6,20.4,38987
354,2005,141365,18,21,7,17.8,17.9,4.2,21.3,36354
354,2006,105768,21,39,12,19.1,33.7,9.1,22.4,38744
354,2007,141400,12,14,3,11.6,12.8,2.9,26.9,36509
354,2009,105770,34,43,7,31,36.4,5.4,18.3,38102
354,2015,105773,22,34,8,21,27,5,19.5,35518
354,2018,105774,19,41,7,17.3,23.5,5.7,24.7,40858
354,2021,105776,25,30,4,23.5,23.4,3.3,17.7,37842
354,2024,105777,24,29,5,22.6,23.5,4.9,21.6,36136
354,2025,105778,22,38,9,21.6,30,4.1,20.1,36629
354,2027,105779,11,27,2,10.1,11.9,1.7,22.5,39493
354,2028,105780,20,25,3,18.9,19.6,2.5,17.3,35903
354,2029,105781,22,26,5,18.8,15.3,2.5,18,37885
354,2032,105783,11,17,1,10.5,14.4,1,21,39252
354,2036,105785,19,24,13,18.7,17.3,7.1,21.3,39803
354,2039,105786,18,31,3,17.9,25.7,2.7,24.7,37665
354,2041,105787,14,18,7,14,16.1,2.4,18,37179
354,2043,105788,11,17,4,10.8,12.8,2.7,19.9,36873
354,2044,105789,15,15,9,13.5,10.2,3.5,20,36680
354,2047,105791,17,34,5,17,25.6,3.4,24.4,38403
354,2048,105792,14,19,4,13.4,15.9,3.4,21.4,38060
354,2061,105796,17,16,7,15.7,11.7,3.7,19.6,36946
354,2062,105797,9,12,8,8.8,7.4,3.8,19.5,38857
354,2063,105798,20,18,2,19.1,15.1,2,18.8,39743
354,2064,105799,10,14,2,10,11.9,1.9,21.8,39157
354,2065,105800,18,18,4,17.1,15.2,3.2,18.5,37695
354,3002,105802,18,34,2,17.6,17.1,1.8,20,38122
354,3003,105803,17,30,3,17,26.7,2.7,25.9,37381
354,3004,105804,10,15,6,10,12.8,3.6,20.2,37771
354,3006,105805,13,15,3,11.2,12,2.8,21.5,35383
354,3007,105806,7,8,1,6.1,4.5,0.9,14.1,40230
354,3009,105807,18,11,3,18,9.1,2.6,15.7,33607
354,3011,105808,11,16,8,10.4,11.4,3.4,21,37285
354,3013,105810,7,9,2,7,5.7,1.6,16.9,37481
354,3014,105811,15,15,7,14.6,8.5,4.3,16,39199
354,3016,105812,11,10,6,10.1,8.4,3.2,20.5,36973
354,3305,105813,12,9,3,11.3,7.4,2.4,19.6,39065
354,3306,105814,9,13,4,7.5,9.3,2.8,28.7,40203
354,3307,105815,9,24,5,8.7,14.3,3.5,23.8,42627
354,3310,105816,11,14,4,10.5,9.7,2.8,21.9,39858
354,3311,105817,10,12,4,9.4,8.9,1.8,25.3,36517
354,3312,105818,18,23,6,17.3,19.4,3.5,24.7,36225
354,3314,105819,11,20,2,10.4,13.9,1.8,21.1,35794
354,3319,105820,17,13,2,17,6.7,1.7,18.9,40209
354,3321,105821,21,20,10,17.3,16.5,5.3,19.2,38191
354,3322,105822,10,15,3,9.3,9.9,2,22.5,40483
354,3323,105823,9,14,3,9,7.8,2.5,22.9,37609
354,3325,105824,7,11,4,6.5,7.8,2.8,23.7,40290
354,3500,105825,8,13,6,7.6,10.3,4.1,26.2,39865
354,3501,105826,12,29,7,11.7,19.6,2.7,22.6,40393
354,3503,105827,18,23,9,17,12.8,5.8,18.5,36401
354,3505,105828,9,15,3,9,11.2,2.4,26.9,39616
354,3506,105829,11,12,2,11,10.4,1.4,21.3,39368
354,3507,105830,10,16,2,9.5,13.4,1.8,22.7,39966
354,3508,105831,20,35,3,17,16.3,2.7,24.6,37863
354,3509,105832,8,26,1,7.8,15.1,0.2,21.7,39907
354,3510,105833,14,22,4,13.8,17.3,3,23.7,35870
354,3511,134966,24,41,3,23.8,30.7,2.8,22.7,37429
354,3512,135017,26,32,5,25.2,24.4,4.5,18.4,36347
354,3513,133446,30,39,6,30,32.4,5.7,21.5,36382
354,5200,105846,14,13,3,13.2,9.8,2.1,21.8,37600
354,5201,105847,23,34,18,20,18.9,7.4,21.7,38406
354,5202,105848,9,19,4,9,11.2,2.9,23.2,35789
354,5203,105849,8,13,3,8,9.1,2.8,25.4,39146
354,5204,105850,9,17,8,8.6,10,3.4,24.8,41224
354,5205,137471,18,19,4,17.4,9,3.8,17.9,33945
355,2000,138416,11,16,10,10.8,12.5,4.3,21.1,39810
355,2001,138417,30,20,20,30,17.7,7.2,16.6,33551
355,2007,105884,19,10,9,18.4,9.1,4.9,19.5,32833
355,2011,105886,15,12,6,12.9,10.5,4.1,19.8,37101
355,2026,105889,17,13,11,16.2,10.2,3.4,15.9,33048
355,2036,105893,16,17,16,16,12.2,6.7,15.8,31200
355,2037,105894,14,13,10,14,11.2,5.5,21.6,38481
355,2040,105896,15,18,11,15,16.7,3.2,19.7,35814
355,2041,136076,38,29,13,36.4,24.3,8.8,14,31061
355,2042,136079,27,29,13,24.2,24.4,6.4,20.9,35139
355,2043,136080,11,10,12,11,8.6,4.4,21.8,37837
355,2051,105897,14,13,12,12.9,11.9,4.8,22.3,34395
355,2052,105898,17,17,11,16.4,12.7,3.7,26,36742
355,2057,105902,16,19,13,15.8,13.4,4.5,21,34283
355,2059,105903,17,24,7,14.9,20.4,3,20.5,35894
355,2061,105904,21,30,7,19.9,17.8,4,19.4,35141
355,2062,105905,14,19,18,12.4,13.2,5.9,27.4,35035
355,2063,105906,12,13,6,11.4,10.7,2.7,22.5,35660
355,2065,105907,17,16,11,15.5,12.9,3.9,21.1,34074
355,2070,105910,30,46,32,29,32,10,21.3,33276
355,2072,105911,18,29,5,18,20.3,2.5,18,32605
355,2073,105912,16,16,17,16,13.7,5.2,20.7,33109
355,2074,105913,22,26,20,21,20.7,9.1,20,32271
355,2075,105914,12,17,10,10.2,12.7,3.3,23.1,35760
355,2076,105915,12,11,8,11.6,9.1,2.1,12.5,36158
355,2081,105917,15,20,20,13.7,13.7,7.2,17.7,36665
355,2082,105918,14,13,12,11.9,10.5,6.7,22.1,33241
355,2085,105919,12,13,10,11.5,10.6,3.2,18.6,36866
355,2088,105922,11,11,10,10.5,8.8,3.9,19.9,36251
355,2090,137556,23,19,14,20.7,14.9,6.7,21.4,34358
355,2091,105924,12,10,12,11.4,7.5,3.3,20.5,32213
355,2092,105925,18,17,19,18,13.4,6.4,21.1,34447
355,2095,131037,22,22,22,21,18.8,6.4,23.7,33386
355,2096,131008,22,20,22,20.3,15.1,8.9,20,36162
355,2097,130396,14,11,17,14,9,6.6,21,32738
355,2098,132147,27,33,15,25.7,30.4,5.3,20.8,32755
355,3006,105928,11,11,7,10.8,10.2,2.9,19.2,36609
355,3008,105929,14,13,14,13.6,10.1,5.5,23.6,34335
355,3017,105930,19,14,14,17.4,9.6,4.6,18.8,34071
355,3025,105932,11,15,10,11,12.4,2.9,19.7,34791
355,3030,105933,18,25,28,17.6,13.7,9.7,27.2,38378
355,3031,105934,10,13,12,9.5,11,3.5,23.2,32598
355,3033,105935,12,16,5,10.7,12.4,2.1,20.5,33459
355,3034,105936,10,16,9,9.8,11.2,2.6,21,32651
355,3037,105937,9,10,13,9,7.5,6.5,23,35107
355,3039,105938,13,13,12,12.1,10.9,3.9,20.2,37266
355,3040,105939,16,16,12,14.6,11.4,5.8,16.8,35173
355,3041,105940,10,10,12,9.6,6.4,6.4,24.1,38860
355,3042,105941,14,16,15,13.9,12.5,4.9,24.5,36635
355,3043,105942,11,8,11,10.4,5.5,3.1,21.6,35719
355,3302,105943,14,17,6,13.2,14.2,3.9,17.4,34503
355,3317,105944,12,17,9,11.7,13.7,5.1,15.5,33997
355,3504,105945,13,10,8,11.8,7.4,2.4,19.7,37204
355,3506,105946,17,24,10,16.1,22.7,4.1,23.5,33192
355,3510,105947,15,14,11,11.9,9.4,3.2,19.7,35190
355,3511,105948,13,14,7,12.2,11.3,2.6,19.5,36075
355,3512,105949,16,11,9,14.6,9.5,4.1,26.1,35782
355,3513,105950,10,10,13,9,6,4.4,25.7,37543
355,3514,105951,10,9,9,10,7.5,2.8,25.4,35120
355,3515,105952,13,12,11,12.4,10.2,4.9,19,34455
355,3516,105953,10,11,10,8.7,9,2.9,27.5,38295
355,3518,105954,12,8,12,11.4,5.2,5,23.9,37705
355,3519,105955,12,15,9,12,10,3.5,20.8,35953
355,3520,105956,11,17,11,11,10.9,3.3,21.6,35395
355,3521,105957,12,11,11,11.6,8.2,4.5,22.8,37702
355,3525,105961,11,10,13,10,7.7,4.1,21.1,36980
355,3602,105962,11,14,16,10.2,10.3,5.3,22.4,37784
355,3609,105963,11,13,11,10.2,10.6,3.4,23.2,32485
355,3612,105964,15,19,15,11.8,12.4,4.3,19.4,36967
355,3615,105965,13,12,8,12,8.6,2.9,15.8,32217
355,3618,105966,17,16,10,16.8,13.3,2.8,24.8,35569
355,3622,105968,19,13,8,16.5,9,3.1,22.7,38109
355,3625,105970,21,35,14,21,30.4,6.2,22.3,31034
355,3802,138543,26,17,16,24.8,13.1,6.9,17.6,33100
355,3803,129466,23,14,14,22.6,12.4,5.4,16.5,32761
355,3806,135307,17,19,15,15.8,17,4.1,23.5,36431
356,2000,106024,17,17,5,15.4,15.7,4.1,19,34160
356,2005,106027,15,13,2,12.2,6.9,2,23.9,35092
