URN,COHORT,OVERALL,FEC,OTHERFE,SSF,SFC,APPREN,HEI,COMBO,KNOWN,UNKNOWN,OVERALLPER,FECPER,OTHERFEPER,SSFPER,SFCPER,APPRENPER,HEIPER,COMBOPER,KNOWNPER,UNKNOWNPER
137001,210,160,65,5,10,85,10,0,0,30,15,77%,30%,3%,4%,40%,6%,0%,0%,15%,8%
137011,300,230,55,5,145,25,15,0,5,45,20,78%,19%,2%,48%,8%,5%,0%,1%,15%,6%
108283,160,100,60,5,5,25,10,0,0,35,20,63%,40%,4%,5%,15%,5%,0%,0%,23%,14%
108295,200,160,80,15,5,65,10,0,0,25,15,81%,40%,7%,2%,32%,6%,0%,0%,13%,7%
108296,180,130,95,5,5,20,5,0,0,30,20,72%,53%,3%,4%,12%,3%,0%,0%,16%,12%
108297,280,240,55,5,160,20,15,0,5,25,10,87%,20%,1%,57%,7%,5%,0%,1%,9%,4%
108299,150,140,45,5,10,80,10,0,0,10,5,88%,29%,2%,5%,52%,5%,0%,0%,8%,4%
135961,350,290,80,15,180,20,25,0,SUPP,30,25,84%,23%,4%,51%,5%,7%,0%,SUPP,8%,8%
108403,250,220,45,10,160,0,25,0,0,20,5,88%,18%,5%,65%,0%,10%,0%,0%,9%,3%
137360,260,230,45,15,170,0,20,0,5,25,10,86%,16%,5%,64%,0%,8%,0%,1%,10%,3%
108405,210,170,60,15,95,0,25,0,5,30,15,79%,28%,6%,44%,0%,12%,0%,1%,13%,8%
108407,240,200,90,15,85,0,25,0,5,35,15,80%,36%,7%,36%,0%,9%,0%,1%,14%,6%
108410,110,90,80,10,5,0,10,0,0,15,5,81%,71%,7%,3%,0%,10%,0%,0%,13%,6%
108411,130,110,70,15,20,SUPP,10,0,0,20,5,84%,53%,13%,17%,SUPP,9%,0%,0%,14%,2%
131048,220,180,60,10,105,0,15,0,5,25,10,83%,27%,6%,48%,0%,7%,0%,1%,12%,6%
108412,150,130,35,SUPP,85,0,10,0,5,20,5,83%,23%,SUPP,56%,0%,8%,0%,3%,14%,3%
108413,230,210,45,5,155,0,10,0,5,15,10,88%,19%,3%,66%,0%,5%,0%,2%,6%,5%
108420,190,180,40,5,135,0,15,0,SUPP,10,0,95%,21%,3%,71%,0%,8%,0%,SUPP,5%,0%
136352,370,320,50,15,250,0,30,0,5,30,15,87%,13%,4%,68%,0%,9%,0%,2%,9%,5%
108524,260,210,75,10,115,0,30,0,5,35,20,80%,30%,5%,45%,0%,11%,0%,2%,13%,7%
108525,210,160,55,20,85,0,30,0,5,35,15,77%,27%,9%,39%,0%,13%,0%,1%,16%,7%
108526,140,110,20,20,65,0,20,0,5,25,10,76%,15%,13%,44%,0%,15%,0%,5%,16%,8%
108528,340,260,50,15,195,0,20,0,0,50,25,78%,15%,4%,58%,0%,5%,0%,0%,15%,7%
108531,300,270,70,10,185,0,15,0,5,25,10,89%,23%,4%,62%,0%,6%,0%,1%,8%,3%
133302,150,110,30,15,60,0,10,0,SUPP,25,15,73%,19%,11%,42%,0%,6%,0%,SUPP,18%,9%
108534,120,100,30,5,65,0,10,0,SUPP,15,5,84%,25%,3%,55%,0%,8%,0%,SUPP,12%,3%
108535,170,150,40,10,105,0,20,0,SUPP,15,5,90%,23%,6%,60%,0%,11%,0%,SUPP,8%,2%
108536,210,190,30,5,155,0,15,0,SUPP,15,5,90%,13%,2%,74%,0%,6%,0%,SUPP,8%,2%
135423,210,150,50,20,80,0,15,0,5,30,25,74%,23%,9%,39%,0%,7%,0%,2%,14%,12%
108627,180,160,85,5,70,0,10,0,SUPP,15,10,88%,46%,4%,38%,0%,5%,0%,SUPP,8%,4%
108628,130,100,75,20,5,0,20,0,0,20,10,76%,58%,15%,3%,0%,15%,0%,0%,16%,9%
108638,350,320,70,15,240,0,15,0,0,20,5,93%,20%,4%,68%,0%,4%,0%,0%,5%,2%
108639,140,110,35,15,55,0,15,0,0,20,15,76%,26%,9%,40%,0%,11%,0%,0%,15%,9%
108640,250,200,80,20,105,0,30,0,SUPP,40,10,81%,31%,7%,43%,0%,12%,0%,SUPP,15%,4%
108641,140,100,30,10,60,0,15,0,SUPP,25,10,74%,22%,7%,43%,0%,10%,0%,SUPP,20%,7%
108642,170,130,45,10,70,SUPP,15,0,5,30,10,76%,27%,5%,41%,SUPP,9%,0%,2%,17%,7%
108644,170,140,85,20,30,0,25,0,0,20,10,81%,51%,11%,19%,0%,15%,0%,0%,13%,6%
108645,170,140,40,10,90,0,20,0,SUPP,15,10,85%,25%,7%,52%,0%,11%,0%,SUPP,10%,5%
108647,120,110,40,15,50,0,20,0,SUPP,10,5,87%,33%,11%,42%,0%,18%,0%,SUPP,9%,4%
108648,270,240,55,20,170,0,30,0,SUPP,20,10,89%,20%,7%,62%,0%,11%,0%,SUPP,8%,3%
108726,260,220,100,25,95,0,30,0,SUPP,25,10,86%,38%,10%,37%,0%,12%,0%,SUPP,10%,4%
108727,190,150,120,15,15,0,20,0,0,25,15,80%,64%,8%,8%,0%,10%,0%,0%,13%,8%
108730,160,130,90,20,20,SUPP,25,0,0,20,10,83%,57%,12%,13%,SUPP,17%,0%,0%,12%,5%
108731,210,180,110,25,40,0,25,0,SUPP,35,5,82%,50%,13%,18%,0%,12%,0%,SUPP,15%,2%
133725,130,100,70,15,15,0,20,0,0,20,5,80%,56%,13%,10%,0%,15%,0%,0%,15%,5%
108735,200,170,40,25,110,0,30,0,5,25,5,86%,19%,11%,53%,0%,15%,0%,2%,12%,2%
108736,180,160,105,15,40,0,15,0,0,15,5,88%,59%,7%,22%,0%,9%,0%,0%,8%,4%
136386,180,170,95,10,65,0,15,0,SUPP,10,10,90%,51%,4%,34%,0%,7%,0%,SUPP,6%,4%
131756,210,160,130,20,10,0,25,0,0,45,10,75%,61%,9%,5%,0%,12%,0%,0%,21%,4%
108858,180,150,105,20,20,0,25,0,0,30,5,83%,60%,12%,11%,0%,13%,0%,0%,16%,2%
108859,280,250,200,20,30,0,40,0,0,25,10,89%,71%,7%,11%,0%,13%,0%,0%,8%,3%
108860,200,170,135,10,15,0,15,0,SUPP,30,5,82%,67%,6%,8%,0%,7%,0%,SUPP,15%,3%
108861,220,180,135,15,30,0,15,0,SUPP,30,10,81%,60%,6%,14%,0%,6%,0%,SUPP,14%,5%
108862,210,160,90,15,55,SUPP,30,0,SUPP,30,15,78%,44%,7%,26%,SUPP,14%,0%,SUPP,14%,7%
108864,180,150,130,10,5,0,10,0,0,25,10,81%,71%,6%,4%,0%,7%,0%,0%,14%,6%
108865,210,170,140,25,SUPP,0,15,0,0,40,5,80%,67%,12%,SUPP,0%,7%,0%,0%,18%,2%
108866,220,170,130,25,20,0,30,0,0,35,10,79%,58%,11%,10%,0%,14%,0%,0%,15%,5%
108867,200,150,125,20,10,0,30,0,0,35,15,77%,63%,10%,4%,0%,14%,0%,0%,17%,7%
137262,260,220,145,30,50,0,45,0,SUPP,25,10,87%,56%,11%,19%,0%,17%,0%,SUPP,9%,4%
133391,190,170,100,15,50,0,20,0,SUPP,20,5,88%,52%,9%,26%,0%,10%,0%,SUPP,10%,2%
108869,170,160,55,15,85,0,20,0,0,10,5,93%,33%,9%,51%,0%,12%,0%,0%,5%,2%
108870,210,180,60,15,110,0,20,0,0,25,5,87%,28%,6%,53%,0%,9%,0%,0%,12%,1%
108871,210,190,45,5,130,0,15,0,5,20,SUPP,90%,23%,2%,64%,0%,8%,0%,2%,9%,SUPP
135622,160,120,100,20,SUPP,0,20,0,SUPP,30,10,74%,60%,13%,SUPP,0%,11%,0%,SUPP,20%,6%
135818,160,130,110,20,SUPP,0,35,0,0,25,5,81%,68%,13%,SUPP,0%,21%,0%,0%,15%,4%
135878,120,90,80,10,0,0,15,0,0,25,5,76%,67%,9%,0%,0%,12%,0%,0%,21%,3%
133554,20,20,20,SUPP,0,0,0,0,0,0,SUPP,95%,91%,SUPP,0%,0%,0%,0%,0%,0%,SUPP
136966,200,170,40,5,110,15,5,0,0,30,SUPP,85%,19%,3%,55%,7%,3%,0%,0%,14%,SUPP
136335,250,220,65,5,150,5,5,0,0,20,10,88%,26%,1%,60%,2%,2%,0%,0%,7%,5%
109306,200,180,60,5,110,5,5,0,SUPP,10,10,91%,30%,3%,55%,3%,3%,0%,SUPP,5%,5%
109305,180,160,45,SUPP,105,10,5,0,0,5,10,90%,26%,SUPP,59%,5%,3%,0%,0%,4%,6%
136311,120,90,55,SUPP,40,SUPP,5,0,0,10,10,81%,46%,SUPP,33%,SUPP,4%,0%,0%,10%,10%
109303,220,190,65,SUPP,130,SUPP,5,0,0,20,10,88%,29%,SUPP,58%,SUPP,3%,0%,0%,8%,4%
109311,220,200,45,5,140,20,5,0,0,10,5,92%,20%,1%,63%,8%,3%,0%,0%,5%,3%
109328,70,50,25,SUPP,5,20,0,0,0,5,10,75%,37%,SUPP,7%,30%,0%,0%,0%,10%,15%
109329,160,140,25,5,55,55,5,0,0,5,15,89%,16%,3%,35%,36%,3%,0%,0%,2%,9%
136520,170,160,45,5,100,10,5,0,SUPP,10,5,91%,26%,2%,58%,5%,2%,0%,SUPP,6%,4%
136483,140,130,40,0,65,25,SUPP,0,0,10,5,91%,28%,0%,46%,17%,SUPP,0%,0%,6%,4%
109278,180,160,45,5,110,SUPP,10,0,SUPP,10,10,90%,24%,3%,61%,SUPP,5%,0%,SUPP,6%,4%
109279,160,120,100,10,5,5,10,0,SUPP,25,20,71%,62%,5%,2%,2%,6%,0%,SUPP,17%,12%
109280,220,170,60,10,35,60,15,0,5,30,20,78%,27%,5%,17%,27%,6%,0%,2%,13%,8%
109283,190,150,85,15,40,10,20,0,0,25,15,79%,45%,8%,22%,5%,10%,0%,0%,12%,9%
137440,180,170,15,SUPP,145,0,5,0,SUPP,10,5,93%,9%,SUPP,82%,0%,2%,0%,SUPP,4%,3%
109290,190,130,85,0,30,15,SUPP,0,0,55,10,66%,43%,0%,16%,7%,SUPP,0%,0%,28%,6%
109326,190,140,65,5,20,55,10,0,0,30,10,77%,35%,2%,10%,30%,4%,0%,0%,17%,6%
109327,210,190,35,5,140,10,5,0,0,15,SUPP,93%,17%,2%,69%,6%,2%,0%,0%,6%,SUPP
109331,150,140,50,SUPP,10,80,10,0,0,5,5,91%,32%,SUPP,7%,51%,5%,0%,0%,4%,5%
134221,180,160,40,5,95,25,10,0,0,15,10,86%,21%,2%,51%,13%,5%,0%,0%,7%,7%
135300,160,130,45,10,65,15,5,0,0,20,5,84%,29%,6%,41%,8%,4%,0%,0%,14%,3%
135575,80,60,15,0,50,SUPP,SUPP,0,0,10,5,84%,17%,0%,64%,SUPP,SUPP,0%,0%,11%,5%
135581,70,50,10,0,30,10,0,0,SUPP,15,5,71%,13%,0%,41%,15%,0%,0%,SUPP,22%,7%
135597,120,100,45,5,55,SUPP,5,0,0,10,10,83%,37%,2%,43%,SUPP,6%,0%,0%,7%,10%
135663,120,90,45,10,20,15,10,0,SUPP,15,15,75%,37%,7%,17%,12%,7%,0%,SUPP,13%,12%
135671,90,70,65,0,SUPP,0,5,0,0,10,15,70%,68%,0%,SUPP,0%,3%,0%,0%,13%,17%
135959,130,110,55,5,50,5,10,0,SUPP,5,10,90%,44%,2%,39%,2%,9%,0%,SUPP,4%,6%
136722,260,240,60,5,165,5,10,0,5,15,10,91%,23%,2%,64%,1%,5%,0%,1%,6%,3%
136856,280,260,65,5,190,0,10,0,0,15,5,93%,23%,2%,67%,0%,4%,0%,0%,5%,2%
132006,210,190,90,0,100,0,10,0,0,15,10,89%,42%,0%,48%,0%,5%,0%,0%,7%,4%
109310,230,210,65,5,140,5,5,0,0,5,10,93%,28%,2%,61%,1%,3%,0%,0%,3%,5%
137000,250,230,80,5,145,SUPP,10,0,SUPP,5,10,94%,33%,1%,59%,SUPP,4%,0%,SUPP,2%,4%
109313,300,260,240,5,10,0,20,0,0,25,15,86%,80%,2%,4%,0%,6%,0%,0%,8%,5%
109315,170,150,145,0,SUPP,0,10,0,0,20,5,84%,84%,0%,SUPP,0%,5%,0%,0%,12%,3%
137300,230,190,190,5,SUPP,0,15,0,0,25,10,85%,82%,2%,SUPP,0%,7%,0%,0%,10%,5%
109317,170,150,55,5,90,0,5,0,0,15,10,86%,32%,3%,51%,0%,4%,0%,0%,10%,5%
134036,180,170,40,10,115,SUPP,15,0,SUPP,10,5,92%,22%,4%,64%,SUPP,8%,0%,SUPP,6%,2%
109296,160,140,70,15,60,SUPP,15,0,0,10,10,88%,43%,8%,37%,SUPP,11%,0%,0%,6%,6%
109297,270,240,65,5,170,SUPP,15,0,0,15,10,92%,24%,2%,65%,SUPP,6%,0%,0%,5%,3%
109300,210,190,55,5,100,20,15,0,5,10,10,90%,27%,3%,48%,11%,8%,0%,1%,6%,4%
109318,180,150,35,10,100,10,15,0,SUPP,15,5,88%,19%,5%,57%,5%,9%,0%,SUPP,10%,2%
109319,210,180,50,10,115,5,15,0,SUPP,20,10,88%,23%,5%,56%,3%,7%,0%,SUPP,9%,4%
109320,240,200,85,10,95,10,20,0,SUPP,20,15,86%,37%,4%,39%,5%,9%,0%,SUPP,8%,6%
109321,250,210,60,15,115,20,25,0,SUPP,30,10,84%,23%,6%,47%,7%,11%,0%,SUPP,12%,4%
109322,180,150,55,5,60,25,15,0,0,15,20,82%,31%,3%,35%,13%,9%,0%,0%,7%,10%
109324,150,140,35,5,90,10,5,0,SUPP,5,5,91%,24%,3%,59%,5%,5%,0%,SUPP,4%,5%
109325,210,180,65,5,110,0,15,0,0,15,5,89%,33%,3%,53%,0%,6%,0%,0%,8%,3%
135295,160,150,30,SUPP,105,15,10,0,5,5,5,94%,18%,SUPP,65%,9%,6%,0%,2%,4%,2%
135943,90,70,20,5,45,SUPP,5,0,SUPP,10,5,81%,22%,5%,52%,SUPP,6%,0%,SUPP,11%,8%
135944,300,270,70,10,165,25,20,0,SUPP,15,10,91%,24%,3%,56%,8%,7%,0%,SUPP,5%,4%
133293,180,160,85,5,SUPP,65,10,0,0,20,5,86%,47%,2%,SUPP,36%,4%,0%,0%,10%,4%
111748,280,250,80,10,10,150,15,0,0,20,10,91%,30%,3%,4%,54%,6%,0%,0%,7%,3%
111749,260,230,115,10,5,95,25,SUPP,0,20,5,89%,46%,4%,2%,36%,9%,SUPP,0%,8%,3%
111756,280,250,75,10,120,45,25,0,0,20,5,91%,26%,4%,43%,16%,9%,0%,0%,7%,3%
111741,160,130,95,10,SUPP,25,15,0,0,25,5,83%,59%,7%,SUPP,15%,10%,0%,0%,15%,3%
111751,270,230,135,20,10,70,30,0,0,20,15,87%,50%,7%,3%,26%,11%,0%,0%,8%,5%
135606,320,270,140,25,30,70,30,0,0,35,15,85%,44%,8%,10%,22%,9%,0%,0%,10%,5%
133768,160,120,95,15,0,10,20,0,0,25,10,76%,60%,11%,0%,5%,11%,0%,0%,17%,7%
134223,190,180,75,10,80,10,20,0,SUPP,10,5,92%,40%,6%,41%,4%,11%,0%,SUPP,5%,3%
130908,220,210,40,10,145,10,10,0,SUPP,10,5,94%,18%,5%,66%,5%,5%,0%,SUPP,5%,2%
111723,170,150,50,10,75,5,15,0,SUPP,20,5,84%,30%,6%,45%,2%,8%,0%,SUPP,12%,4%
111724,310,280,100,15,0,160,25,0,0,20,15,88%,32%,5%,0%,52%,9%,0%,0%,7%,5%
111726,100,90,40,5,SUPP,45,5,0,0,5,5,89%,41%,5%,SUPP,43%,7%,0%,0%,7%,4%
111729,150,140,60,5,0,70,10,0,0,15,SUPP,88%,38%,5%,0%,46%,6%,0%,0%,10%,SUPP
111740,260,240,80,15,90,55,20,0,SUPP,10,10,93%,32%,5%,34%,22%,8%,0%,SUPP,4%,3%
111742,240,210,110,10,SUPP,90,20,0,0,15,5,90%,47%,5%,SUPP,38%,8%,0%,0%,7%,3%
111755,180,150,105,10,0,30,20,0,0,25,15,80%,58%,5%,0%,16%,10%,0%,0%,13%,7%
111762,90,70,40,5,SUPP,25,5,0,0,10,5,79%,47%,4%,SUPP,27%,5%,0%,0%,13%,8%
111763,160,140,55,10,5,75,10,0,0,10,5,91%,35%,5%,2%,48%,8%,0%,0%,6%,3%
132809,120,110,55,SUPP,10,45,5,0,SUPP,5,5,93%,46%,SUPP,9%,35%,5%,0%,SUPP,4%,3%
111727,220,200,50,10,125,10,15,0,0,20,5,89%,22%,4%,58%,5%,6%,0%,0%,8%,3%
111730,220,200,55,10,125,10,10,0,SUPP,20,5,89%,24%,4%,56%,4%,4%,0%,SUPP,9%,2%
111731,370,310,245,35,SUPP,25,35,0,0,45,15,83%,67%,9%,SUPP,7%,10%,0%,0%,13%,4%
111733,90,70,45,5,0,15,5,0,0,15,10,74%,49%,6%,0%,18%,6%,0%,0%,17%,9%
111753,270,230,115,25,SUPP,90,20,0,SUPP,30,5,86%,42%,9%,SUPP,33%,8%,0%,SUPP,12%,3%
111757,180,160,140,10,5,10,10,0,0,15,5,90%,78%,5%,2%,4%,7%,0%,0%,7%,3%
111758,120,100,55,5,0,35,5,0,0,15,SUPP,86%,49%,5%,0%,32%,5%,0%,0%,13%,SUPP
111759,120,110,50,10,SUPP,50,5,0,0,10,SUPP,91%,42%,7%,SUPP,41%,6%,0%,0%,8%,SUPP
111764,240,210,65,10,SUPP,135,10,0,0,20,5,89%,27%,4%,SUPP,57%,5%,0%,0%,9%,3%
118061,300,230,75,30,5,125,45,0,0,50,15,78%,25%,11%,1%,41%,14%,0%,0%,16%,5%
133422,150,120,65,10,SUPP,40,10,0,0,30,5,77%,42%,8%,SUPP,26%,7%,0%,0%,19%,5%
118069,280,240,55,25,5,160,35,0,0,20,15,88%,19%,9%,1%,57%,13%,0%,0%,8%,5%
118070,160,120,40,15,SUPP,65,10,0,0,25,15,75%,24%,10%,SUPP,41%,7%,0%,0%,15%,10%
118103,190,160,60,15,SUPP,90,20,0,0,20,10,85%,32%,7%,SUPP,46%,10%,0%,0%,11%,4%
118106,300,250,120,20,SUPP,100,20,0,0,40,15,83%,41%,7%,SUPP,34%,7%,0%,0%,13%,5%
118108,210,190,55,15,0,115,25,0,0,20,10,86%,26%,7%,0%,54%,12%,0%,0%,10%,4%
118115,50,50,5,10,SUPP,40,10,0,0,5,0,94%,6%,17%,SUPP,70%,19%,0%,0%,6%,0%
118117,240,220,40,10,125,40,10,0,5,20,10,88%,16%,4%,50%,17%,5%,0%,1%,9%,3%
135598,170,130,50,5,20,55,15,0,SUPP,25,5,80%,29%,4%,12%,34%,8%,0%,SUPP,16%,4%
135945,170,120,70,10,20,30,10,0,SUPP,45,15,66%,40%,7%,11%,16%,7%,0%,SUPP,25%,9%
137316,180,150,90,SUPP,50,5,10,0,SUPP,20,10,84%,51%,SUPP,28%,2%,6%,0%,SUPP,11%,6%
118072,140,130,30,5,90,10,5,0,0,5,0,97%,22%,3%,65%,7%,3%,0%,0%,3%,0%
118073,260,240,90,10,120,15,20,0,5,15,5,93%,35%,5%,46%,6%,7%,0%,1%,5%,2%
137306,250,220,40,25,135,20,30,0,0,20,5,91%,16%,11%,56%,8%,12%,0%,0%,8%,1%
118075,180,150,45,5,55,40,10,0,5,20,10,84%,26%,4%,30%,22%,7%,0%,3%,11%,4%
118076,120,100,50,5,45,SUPP,10,0,SUPP,5,10,89%,45%,3%,40%,SUPP,7%,0%,SUPP,3%,8%
136667,300,260,50,10,175,25,20,0,SUPP,20,15,89%,17%,3%,59%,8%,7%,0%,SUPP,6%,5%
118078,320,270,95,5,155,5,10,SUPP,SUPP,25,25,84%,31%,1%,49%,2%,3%,SUPP,SUPP,9%,7%
136921,280,250,60,15,130,40,20,0,5,20,10,90%,21%,5%,47%,15%,8%,0%,1%,7%,4%
118080,320,300,80,25,125,70,45,SUPP,0,15,5,93%,25%,7%,39%,21%,15%,SUPP,0%,5%,2%
118081,250,230,80,SUPP,145,0,15,0,SUPP,10,10,91%,32%,SUPP,59%,0%,5%,0%,SUPP,4%,5%
118082,210,190,50,10,115,10,10,0,5,10,10,90%,23%,6%,54%,6%,6%,0%,1%,5%,6%
118083,350,310,75,15,160,60,30,0,SUPP,25,10,91%,21%,5%,47%,17%,9%,0%,SUPP,7%,3%
118084,170,150,115,5,15,10,10,0,SUPP,10,5,89%,69%,4%,10%,6%,7%,0%,SUPP,7%,4%
118085,220,190,95,5,85,5,10,0,0,20,10,87%,45%,2%,38%,2%,4%,0%,0%,8%,5%
118102,160,130,100,SUPP,0,30,10,0,0,15,10,84%,63%,SUPP,0%,20%,6%,0%,0%,9%,8%
118111,150,130,70,5,50,SUPP,5,0,SUPP,15,5,86%,47%,4%,33%,SUPP,4%,0%,SUPP,11%,3%
136995,140,130,40,10,75,5,15,0,0,5,5,94%,30%,6%,56%,3%,10%,0%,0%,3%,3%
137196,230,190,130,10,SUPP,55,10,0,0,25,10,84%,56%,4%,SUPP,23%,4%,0%,0%,11%,5%
137464,140,110,80,10,0,25,10,0,0,20,15,78%,56%,6%,0%,17%,6%,0%,0%,13%,9%
136268,360,330,105,20,40,160,25,0,SUPP,20,15,91%,29%,6%,12%,45%,7%,0%,SUPP,5%,4%
136277,160,150,35,10,5,95,10,0,0,10,5,91%,23%,6%,2%,60%,7%,0%,0%,7%,2%
137200,140,130,55,5,5,70,10,0,0,5,5,92%,37%,4%,2%,49%,8%,0%,0%,3%,5%
135176,150,130,40,5,55,25,10,0,0,15,10,83%,27%,4%,38%,15%,5%,0%,0%,11%,5%
135209,150,110,75,5,SUPP,30,5,0,0,20,15,74%,50%,3%,SUPP,21%,5%,0%,0%,14%,11%
135294,160,130,65,SUPP,55,10,5,0,SUPP,20,10,81%,40%,SUPP,35%,6%,2%,0%,SUPP,11%,7%
118087,160,140,60,10,5,70,10,0,0,15,10,85%,36%,6%,2%,42%,7%,0%,0%,9%,6%
137004,140,110,60,5,0,45,5,0,0,20,10,78%,43%,2%,0%,33%,3%,0%,0%,15%,7%
118093,100,80,35,SUPP,0,40,5,0,0,15,5,79%,36%,SUPP,0%,41%,4%,0%,0%,15%,5%
118094,190,170,45,5,0,115,10,0,0,10,10,89%,25%,2%,0%,62%,5%,0%,0%,6%,4%
118097,240,200,75,10,SUPP,110,10,0,SUPP,30,10,82%,31%,4%,SUPP,46%,5%,0%,SUPP,13%,5%
118099,140,120,45,5,0,70,10,0,0,15,5,86%,32%,5%,0%,49%,6%,0%,0%,10%,3%
137453,130,110,35,10,15,50,10,0,0,15,5,85%,27%,9%,12%,38%,9%,0%,0%,11%,4%
118109,150,130,60,10,25,35,10,SUPP,0,15,5,86%,41%,7%,15%,24%,8%,SUPP,0%,9%,5%
118112,170,150,50,5,30,65,10,0,0,10,10,90%,30%,3%,17%,40%,7%,0%,0%,5%,5%
118119,140,120,30,5,SUPP,85,5,0,0,10,5,89%,22%,4%,SUPP,63%,4%,0%,0%,9%,2%
135674,110,90,40,SUPP,0,50,SUPP,0,0,10,5,86%,36%,SUPP,0%,49%,SUPP,0%,0%,10%,4%
121663,100,70,45,5,10,10,5,0,0,10,15,71%,45%,3%,10%,13%,6%,0%,0%,11%,18%
121664,210,190,65,SUPP,125,0,5,0,0,10,10,90%,30%,SUPP,59%,0%,3%,0%,0%,4%,6%
121665,130,110,50,SUPP,55,SUPP,5,0,0,5,15,84%,39%,SUPP,43%,SUPP,5%,0%,0%,2%,13%
121666,190,150,45,15,95,0,20,0,SUPP,20,15,81%,24%,7%,49%,0%,10%,0%,SUPP,11%,9%
121667,260,220,45,5,150,15,15,0,5,20,25,83%,16%,3%,57%,5%,6%,0%,2%,7%,10%
121669,190,160,35,5,110,10,10,0,SUPP,10,10,88%,18%,2%,61%,6%,4%,0%,SUPP,5%,6%
121670,170,140,50,5,55,30,10,0,0,10,25,81%,28%,3%,31%,19%,6%,0%,0%,5%,14%
121671,160,130,35,5,80,10,10,0,0,15,10,83%,24%,3%,51%,6%,5%,0%,0%,10%,7%
121674,180,140,65,5,SUPP,65,5,0,0,15,20,78%,38%,3%,SUPP,37%,2%,0%,0%,9%,13%
121675,260,230,85,10,5,130,15,0,0,20,15,87%,32%,3%,1%,51%,5%,0%,0%,7%,6%
121677,190,160,60,5,SUPP,100,5,0,0,15,10,86%,31%,2%,SUPP,52%,3%,0%,0%,8%,6%
121679,80,70,20,SUPP,40,10,5,0,0,5,10,83%,22%,SUPP,48%,10%,7%,0%,0%,6%,11%
121680,240,210,45,5,145,15,15,0,0,15,15,88%,18%,3%,61%,5%,7%,0%,0%,6%,6%
121681,120,110,30,SUPP,75,SUPP,5,0,0,5,5,91%,25%,SUPP,63%,SUPP,4%,0%,0%,3%,5%
121682,170,130,70,5,SUPP,55,5,0,0,15,20,79%,44%,2%,SUPP,32%,4%,0%,0%,10%,11%
136728,140,120,30,10,80,0,10,0,0,5,15,86%,21%,6%,58%,0%,6%,0%,0%,4%,10%
136497,260,240,20,5,210,0,5,0,0,15,5,93%,9%,2%,82%,0%,1%,0%,0%,6%,1%
121687,260,240,45,5,190,0,15,0,SUPP,10,5,93%,17%,2%,73%,0%,7%,0%,SUPP,5%,2%
137412,110,90,30,5,45,0,10,0,SUPP,10,10,82%,30%,7%,44%,0%,9%,0%,SUPP,10%,8%
121689,120,100,40,5,55,0,10,0,0,10,15,80%,33%,2%,46%,0%,9%,0%,0%,8%,11%
121690,50,40,25,SUPP,20,0,5,0,0,5,SUPP,90%,49%,SUPP,37%,0%,10%,0%,0%,8%,SUPP
121691,120,100,75,5,20,0,5,0,SUPP,10,10,83%,61%,3%,18%,0%,5%,0%,SUPP,10%,7%
136736,300,270,90,5,175,0,20,0,0,20,5,91%,31%,2%,59%,0%,6%,0%,0%,6%,2%
121693,250,230,85,5,135,0,10,0,SUPP,15,5,93%,34%,3%,55%,0%,5%,0%,SUPP,6%,2%
121694,120,110,0,0,110,0,0,0,0,SUPP,5,94%,0%,0%,94%,0%,0%,0%,0%,SUPP,4%
121695,160,130,50,5,75,SUPP,10,0,SUPP,20,10,83%,30%,3%,47%,SUPP,6%,0%,SUPP,12%,5%
136896,230,200,55,5,135,5,5,0,SUPP,20,10,87%,24%,2%,59%,2%,3%,0%,SUPP,9%,4%
121697,150,110,25,5,80,0,10,0,0,30,15,72%,16%,5%,52%,0%,5%,0%,0%,19%,9%
121699,130,110,20,10,80,0,15,0,SUPP,10,10,85%,17%,6%,61%,0%,10%,0%,SUPP,6%,9%
121700,90,70,25,5,40,0,5,0,SUPP,10,5,85%,31%,5%,48%,0%,6%,0%,SUPP,9%,6%
121701,210,180,170,5,SUPP,5,10,0,0,15,15,86%,82%,2%,SUPP,2%,4%,0%,0%,6%,8%
121702,180,160,155,5,SUPP,SUPP,10,0,0,10,5,90%,86%,2%,SUPP,SUPP,5%,0%,0%,7%,3%
121708,150,130,125,SUPP,SUPP,0,5,0,0,10,15,84%,83%,SUPP,SUPP,0%,5%,0%,0%,6%,10%
121710,240,190,35,10,145,5,15,0,0,20,25,82%,15%,4%,60%,3%,6%,0%,0%,8%,11%
136664,100,100,5,SUPP,85,0,SUPP,0,SUPP,5,5,92%,7%,SUPP,84%,0%,SUPP,0%,SUPP,3%,5%
121714,100,90,25,SUPP,5,60,5,0,0,10,5,88%,25%,SUPP,3%,58%,3%,0%,0%,9%,4%
121715,80,80,20,SUPP,25,30,SUPP,0,0,5,5,92%,24%,SUPP,29%,37%,SUPP,0%,0%,5%,4%
121716,110,110,5,SUPP,105,0,SUPP,0,0,SUPP,SUPP,98%,3%,SUPP,95%,0%,SUPP,0%,0%,SUPP,SUPP
121717,200,190,15,5,170,0,5,0,SUPP,10,5,93%,8%,2%,82%,0%,1%,0%,SUPP,4%,2%
121718,90,80,65,5,SUPP,10,5,0,0,5,5,90%,74%,4%,SUPP,10%,4%,0%,0%,4%,6%
137139,240,230,15,SUPP,220,0,5,0,0,5,SUPP,98%,5%,SUPP,92%,0%,1%,0%,0%,2%,SUPP
