"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
136451,114314,"Shotton Hall School","Parent","01-02-2011"
136453,124843,"Holywells High School","Parent","26-04-2011"
136454,134630,"Oakgrove School","Parent","01-02-2011"
136455,118791,"Weald of Kent Grammar School","Parent","01-02-2011"
136456,118823,"Rainham School for Girls","Parent","01-02-2011"
136457,109797,"Churchend Primary School","Parent","01-02-2011"
136458,106361,"Altrincham Grammar School for Boys","Parent","01-02-2011"
136459,125736,"The Polesworth School","Parent","01-02-2011"
136460,131301,"St Joseph's College","Parent","01-02-2011"
136462,108276,"Ossett School","Parent","01-02-2011"
136463,110900,"Comberton Village College","Parent","01-02-2011"
136464,101667,"Coopers Technology College","Parent","01-03-2011"
136465,118920,"Herne Bay High School","Parent","01-03-2011"
136466,134632,"Bishop Justus CofE School","Parent","01-03-2011"
136467,101674,"Beaverwood School for Girls","Parent","01-03-2011"
136468,110498,"Denbigh School","Parent","01-03-2011"
136469,117000,"Prince Henry's High School","Parent","01-03-2011"
136470,109706,"Sharnbrook Upper School and Community College","Parent","01-02-2011"
136471,109708,"Lincroft Middle School","Parent","01-02-2011"
136472,109649,"Harrold Priory Middle School","Parent","01-02-2011"
136474,115759,"Balcarras School","Parent","01-02-2011"
136475,109657,"Margaret Beaufort Middle School and Arts College","Parent","01-02-2011"
136476,120718,"St Hugh's CofE Mathematics and Computing College","Parent","01-02-2011"
136478,120523,"Grantham Spitalgate CofE Primary School","Parent","01-02-2011"
136478,136477,"West Grantham Academy The Earl of Dysart","Parent","05-06-2014"
136479,120638,"The Charles Read High School","Parent","01-02-2011"
136480,121948,"Nicholas Hawksmoor Primary School","Parent","01-02-2011"
136481,121208,"Wymondham College","Parent","01-02-2011"
136482,117598,"Hockerill Anglo-European College","Parent","01-02-2011"
136483,109333,"Oldfield School","Parent","01-02-2011"
136484,110530,"The Royal Grammar School, High Wycombe","Parent","01-02-2011"
136485,112947,"Kirk Hallam Community Technology and Sports College","Parent","01-03-2011"
136486,108779,"Town End Primary School","Parent","01-03-2011"
136487,108780,"Bexhill Primary School","Parent","01-03-2011"
136488,122051,"Sponne School Technology College","Parent","01-03-2011"
136489,122061,"Guilsborough School","Parent","01-03-2011"
136490,115339,"Westcliff High School for Girls","Parent","01-03-2011"
136491,120663,"Market Rasen De Aston School","Parent","01-03-2011"
136492,113136,"Bradworthy Community Primary School","Parent","01-03-2011"
136493,133780,"Inverteign Community Nursery and Primary School","Parent","01-03-2011"
136494,113557,"Teign School","Parent","01-03-2011"
136495,113529,"Teignmouth Community College","Parent","01-03-2011"
136496,113530,"Devonport High School for Boys","Parent","01-03-2011"
136497,121685,"Harrogate Grammar School","Parent","31-03-2011"
136498,106371,"Sale Grammar School","Parent","01-03-2011"
136499,118281,"Amherst School","Parent","01-03-2011"
136500,126508,"Bishop Wordsworth's Grammar School","Parent","01-03-2011"
136501,118900,"Sir Roger Manwood's School","Parent","01-03-2011"
136505,112986,"The Ecclesbourne School","Parent","01-03-2011"
136506,113523,"Torquay Girls Grammar School","Parent","01-02-2011"
136515,121178,"Springwood High School","Parent","01-04-2011"
136516,123561,"Newport Girls' High School","Parent","01-04-2011"
136517,101669,"Ravens Wood School","Parent","01-04-2011"
136518,111460,"Mottram St Andrew Primary School","Parent","01-04-2011"
136519,102441,"Haydon School","Parent","01-04-2011"
136520,109332,"Beechen Cliff School","Parent","01-04-2011"
136521,110101,"Langley Grammar School","Parent","01-04-2011"
136522,102540,"Cranford Community College","Parent","01-04-2011"
136523,111848,"Bodriggy Primary School","Parent","01-04-2011"
136524,112053,"Camborne Science and Community College","Parent","01-04-2011"
136525,114316,"Hurworth School","Parent","01-04-2011"
136526,112431,"The Queen Katherine School","Parent","01-04-2011"
136527,115771,"Cirencester Deer Park School","Parent","01-04-2011"
136528,115730,"Robinswood Primary School","Parent","01-04-2011"
136529,125267,"Sunbury Manor School","Parent","01-04-2011"
136530,120290,"Catmose College","Parent","01-04-2011"
136531,125254,"Weydon School","Parent","01-04-2011"
136532,116649,"Ashperton Primary School","Parent","01-04-2011"
136533,112059,"Newquay Tretherras School","Parent","01-04-2011"
136534,125304,"Glyn Technology School","Parent","01-04-2011"
136535,102965,"Cheam Park Farm Junior School","Parent","01-04-2011"
136537,120703,"Yarborough School","Parent","01-04-2011"
136538,101472,"Trinity School, Belvedere","Parent","01-04-2011"
136539,109447,"Eaton Bray Lower School","Parent","01-04-2011"
136540,101679,"The Ravensbourne School","Parent","01-04-2011"
136541,109651,"Sandye Place Middle School","Parent","01-04-2011"
136542,121977,"Hartwell Church of England Primary School","Parent","01-04-2011"
136543,111455,"The Bishops' Blue Coat Church of England High School","Parent","01-04-2011"
136544,121713,"Manor Church of England Voluntary Aided School, York","Parent","01-04-2011"
136545,101675,"Charles Darwin School","Parent","01-04-2011"
136547,107496,"Whitehill Community Trust School","Parent","01-04-2011"
136548,112962,"Brookfield Community School","Parent","01-04-2011"
136549,132730,"Belgrave CofE (C) Primary School","Parent","01-04-2011"
136550,109697,"Alban VA Church of England Middle School","Parent","01-04-2011"
136551,101671,"Newstead Wood School for Girls","Parent","01-04-2011"
136552,109642,"Goldington Middle School","Parent","01-04-2011"
136553,111259,"Delamere CofE Primary School","Parent","01-04-2011"
136554,117579,"Dame Alice Owen's School","Parent","01-04-2011"
136555,131876,"Debden Park High School","Parent","01-04-2011"
136556,113535,"Ridgeway School","Parent","01-04-2011"
136557,113536,"Hele's School","Parent","01-04-2011"
136558,113538,"Coombe Dean School","Parent","01-04-2011"
136559,109643,"Redborne Upper School and Community College","Parent","01-04-2011"
136560,109687,"Woodland Middle School","Parent","01-04-2011"
136561,113184,"Ashburton Primary School","Parent","01-04-2011"
136562,113192,"Buckfastleigh Primary School","Parent","01-04-2011"
136563,113235,"Widecombe-in-the-Moor Primary","Parent","01-04-2011"
136564,101743,"Whitehorse Manor Infant School","Parent","01-04-2011"
136565,101742,"Whitehorse Manor Junior School","Parent","01-04-2011"
136566,135811,"Ecclesbourne Primary School","Parent","01-04-2011"
136567,112060,"Penair School A Science College","Parent","01-04-2011"
136568,113537,"Plymstock School","Parent","01-04-2011"
136569,113519,"South Dartmoor Community College","Parent","01-04-2011"
136570,118921,"Queen Elizabeth's Grammar School","Parent","01-04-2011"
136571,118816,"Hartsdown Technology College","Parent","01-04-2011"
136572,112056,"The Roseland Community College","Parent","01-04-2011"
136573,112051,"Penrice Community College","Parent","01-04-2011"
136574,113864,"Corfe Hills School","Parent","01-04-2011"
136575,112040,"saltash.net community school","Parent","01-04-2011"
136576,102339,"Brittons School and Technology College","Parent","01-04-2011"
136577,115319,"The King John School","Parent","01-04-2011"
136578,115755,"The Crypt School","Parent","01-04-2011"
136579,115334,"The Appleton School","Parent","01-04-2011"
136580,110863,"Swavesey Village College","Parent","01-04-2011"
136581,131245,"Valley Park Community School","Parent","01-04-2011"
136582,118792,"Invicta Grammar School","Parent","01-04-2011"
136583,118822,"Towers School and Sixth Form Centre","Parent","01-04-2011"
136584,118810,"King Ethelbert School","Parent","01-04-2011"
136585,118932,"Dane Court Grammar School","Parent","01-04-2011"
136586,101668,"Langley Park School for Boys","Parent","01-04-2011"
136587,125751,"Ashlawn School","Parent","01-04-2011"
136588,113531,"Devonport High School for Girls","Parent","01-04-2011"
136589,103491,"Bartley Green School A Specialist Technology and Sports College","Parent","01-04-2011"
136590,103561,"Kings Norton Girls' School and Language College","Parent","01-04-2011"
136591,112990,"John Port School","Parent","01-04-2011"
136592,103485,"Lordswood Girls' School and The Sixth Form Centre, Harborne A Specialist Media Arts College","Parent","01-04-2011"
136593,106275,"Fairfield High School for Girls","Parent","01-04-2011"
136594,118797,"Chatham Grammar School for Boys","Parent","01-04-2011"
136595,125769,"Rugby High School","Parent","01-04-2011"
136596,112046,"Callington Community College","Parent","01-04-2011"
136597,111868,"Mount Hawke Community Primary School","Parent","01-04-2011"
136598,111980,"Trevithick Primary School","Parent","01-04-2011"
136599,101406,"East Wickham Infant School","Parent","01-04-2011"
136599,101405,"East Wickham Junior School","Parent","02-04-2013"
136600,102353,"The Coopers' Company and Coborn School","Parent","01-04-2011"
136601,123813,"Weare Church of England First School","Parent","01-04-2011"
136602,113232,"St Margaret's School","Parent","01-04-2011"
136603,118841,"Bennett Memorial Diocesan School","Parent","01-04-2011"
136604,107580,"Brighouse High School","Parent","01-04-2011"
136605,115343,"William de Ferrers School","Parent","01-04-2011"
136606,117572,"Rickmansworth School","Parent","01-04-2011"
136607,117597,"The John Warner School","Parent","01-04-2011"
136608,117509,"The Knights Templar School","Parent","01-04-2011"
136609,117548,"Sandringham School","Parent","01-04-2011"
136610,110909,"Soham Village College","Parent","01-04-2011"
136611,126454,"The Corsham School A Visual Arts College","Parent","01-04-2011"
136612,113504,"Exmouth Community College","Parent","01-04-2011"
136613,108278,"Airedale High School","Parent","01-04-2011"
136614,112057,"Pool Business and Enterprise College","Parent","01-04-2011"
136615,102602,"The Tiffin Girls' School","Parent","01-04-2011"
136616,104007,"Wood Green High School College of Sport, Maths and Computing","Parent","01-04-2011"
136617,121709,"Archbishop Holgate's School","Parent","01-04-2011"
136618,103874,"Windsor High School","Parent","01-04-2011"
136619,104205,"Ryders Hayes Community School","Parent","01-04-2011"
136620,104260,"Shire Oak School (A Science College)","Parent","01-04-2011"
136621,103007,"Wilson's School","Parent","01-04-2011"
136622,125770,"Alcester Grammar School","Parent","01-04-2011"
136623,115763,"Chosen Hill School","Parent","01-04-2011"
136624,120639,"Grantham the Walton Girls' High School & Sixth Form","Parent","01-04-2011"
136625,115342,"Davenant Foundation School","Parent","01-04-2011"
136626,113547,"Stoke Damerel Community College","Parent","01-04-2011"
136627,122850,"Carlton le Willows School and Technology College","Parent","01-04-2011"
136628,122859,"The West Bridgford School","Parent","01-04-2011"
136629,120312,"Uppingham Community College","Parent","01-04-2011"
136630,126184,"Corsham Primary School","Parent","01-04-2011"
136631,102450,"Swakeleys School","Parent","01-04-2011"
136632,126499,"Sheldon School","Parent","01-04-2011"
136633,108273,"Castleford High School Technology and Sports College With Hearing Impairment Resource","Parent","01-04-2011"
136634,112997,"West Park School","Parent","01-04-2011"
136635,113268,"Yealmpton Primary School","Parent","01-04-2011"
136636,110864,"Parkside Community College","Parent","01-04-2011"
136637,110064,"Maiden Erlegh School","Parent","01-04-2011"
136638,113501,"Clyst Vale Community College","Parent","01-04-2011"
136639,123884,"Kingsmead Community School","Parent","01-04-2011"
136640,116408,"The Mountbatten School A Language and Sports College","Parent","01-04-2011"
136641,116341,"Freemantle Church of England Infant School","Parent","01-04-2011"
136642,115327,"King Edward VI Grammar School, Chelmsford","Parent","01-04-2011"
136643,116500,"Bohunt School","Parent","01-04-2011"
136644,101673,"Hayes School","Parent","01-04-2011"
136645,111421,"Christleton High School","Parent","01-04-2011"
136646,113498,"Queen Elizabeth's Community College","Parent","01-04-2011"
136647,110055,"Kennet School","Parent","01-04-2011"
136648,113554,"Hayes School","Parent","01-04-2011"
136649,113873,"Twynham School","Parent","01-04-2011"
136650,110866,"Coleridge Community College","Parent","01-04-2011"
136651,109681,"Challney High School for Boys and Community College","Parent","01-04-2011"
136652,116495,"The Arnewood School","Parent","01-04-2011"
136653,110646,"Alderman Jacobs Primary School","Parent","01-04-2011"
136654,116414,"Wildern School","Parent","01-04-2011"
136655,132748,"Congleton High School","Parent","01-04-2011"
136656,101557,"Claremont High School","Parent","01-04-2011"
136657,116496,"Ringwood School","Parent","01-04-2011"
136658,101351,"East Barnet School","Parent","01-04-2011"
136659,113239,"Shiphay School and Orchard Nursery","Parent","01-04-2011"
136660,109437,"Queen's Park Lower School","Parent","01-04-2011"
136661,105346,"Yesoiday Hatorah School","Parent","01-04-2011"
136662,118839,"Sir Joseph Williamson's Mathematical School","Parent","01-04-2011"
