"Group UID","Group ID","Group Name","Companies House Number","Group Type (code)","Group Type","Closed Date","Group Status (code)","Group Status","Group Contact Street","Group Contact Locality","Group Contact Address 3","Group Contact Town","Group Contact County","Group Contact Postcode","Head of Group Title","Head of Group First Name","Head of Group Last Name"
"1289","","The Royal Docks Co-operative Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1290","","The Golbourne and Lowton Co-operative Learning Partnership Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1291","","The Rutland County College Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1292","","Winstanley Abraham Guest Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1294","","Westwood Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1295","","Oakwood Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1296","","The Feltham Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1298","","The Pegasus Cooperative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1300","","The Brindishe Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Dame","Vicki","Paterson"
"1301","","The Voyager Learning Cooperative","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1302","","South Hams Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1303","","Moat Farm Junior School Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1304","","The Park Lane Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Mrs","Wendy","Moffat"
"1305","","Babington Community College: A Co-operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1306","","Fullhurst Co-operative Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1307","","New College Leicester Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1310","","Federation of Stoke Hill Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1314","","The Federation of Ickburgh School and Downsview School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1315","","The Kings of Wessex School Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1316","","The SWISS Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1317","","The Glenmoor and Winton Educational Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1318","","Glenburn Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1319","","Kings Community Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1320","","The Sir Thomas Boughey Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1321","","The South Gloucester Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1322","","The Flixton Well Woman Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1323","","The Federation of Mowden Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1324","","The Hounslow Manor Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1325","","All Saints Church of England College Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1326","","The Federation of Newent Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1327","","The Camelford Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1328","","Avon Valley College Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1329","","Brymore School Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1330","","Monk's Walk Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1331","","Lees Brook Community Sports College Educational Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1332","","Sandon Learning Partnership Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1333","","The Heston Community Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1334","","North East Sheffield Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1335","","Brighter Futures Learning Partnership Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1336","","The Lakers Family Co-operative College","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1337","","The North Tyneside Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1338","","The Bede Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1339","","The Stenbury Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mr","Neal","Bosworth"
"1340","","Westlands School Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1341","","The Glenmoor and Winton Educational Trust","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1342","","The Federation of Clough Head and Wellhouse Junior and Infant Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1343","","Jack Hunt Community Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1346","","The Quinton Co-operative Learning Village Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1347","","The Merrill and Derby College Partnership Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1348","","The Federation of Wyke Regis Infant School and Nursery and Wyke Regis Church of England Junior School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Wanda","Roberts"
"1351","","The Vale of Marston Schools' Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1352","","The Temple Newsam Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1353","","The Gipsy Hill Federation of Kingswood, Elmwood & Paxton Primary Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1355","","The Federation of Bilbrook CE (C) Middle School and Perton Middle School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1356","","The Federation of Cherry Oak School and Victoria School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Julie","Fardell"
"1357","","The North Cambridge Community Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1358","","South Axholme Community School Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1359","","The Smile Trust (South Manchester International Learning Enterprise)","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1360","","New Primary School Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1361","","The Harlow Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1363","","The Bottisham Educational Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1365","","The St Mary's and Richard Crosse CE (A) Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1366","","The Federation of Kymbrook Lower School and Thurleigh Lower School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1367","","Wildern Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1369","","The Federation of Boldmere Infant School and Nursery and Boldmere Junior School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1371","","The Hadden Park Co-operative Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1372","","Reading Foundation Limited","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1373","","Pontefract Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1374","","Education for Bromyard: A Co-operative Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1375","","Westfield Learning Community Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1376","","The Durand Foundation","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1377","","The Federation of Gordon Infant School and Gordon Junior School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1378","","The North Bournemouth Learning and Achievement Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1379","","The Roundwood Park and Sir John Lawes Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1380","","The Vandyke Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1381","","The Federation of Dunton and Wrestlingworth VC Lower Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Mrs","Nancy","Sheehan"
"1382","","Costello Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1383","","David Ross Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1384","","The Beacon Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1385","","The Bourne Foundation","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1386","","The Hailsham Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1387","","21st Century Learning Partnership","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1388","","Whitehill Community Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1389","","The Fulham Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1390","","Fulham Cross Girls' School and Language College","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1392","","Kingsway Learning Trust Limited","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1393","","Federation of Wellow School and Awbridge Primary School","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1394","","The Federation of St Dominic and St Mellion VA CofE Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1396","","The Phoenix Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1397","","West of Hull - Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1398","","The Federation of English Martyrs' & St Augustine's","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1400","","The Bosworth College Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1405","","Hereford Education Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1406","","Ratton School Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1407","","Blakeney and Pillowell Federation","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1408","","The Calcot Schools","","01","Federation","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1409","","Aspire Cooperative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1410","","Wednesday Learning Community Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
"1411","","The Whalley Range Enterprise, Sport and Health Co-operative Learning Trust","","02","Trust","","OPEN","Open","","","","","Not recorded","","Not recorded","",""
